Perioden,Regio's,Gemiddelde woningwaarde (1 000 euro)
2011,Assen,181
2012,Assen,177
2013,Assen,170
2014,Assen,162
2015,Assen,159
2016,Assen,159
2017,Assen,168
2018**,Assen,172
2019*,Assen,184
2020*,Assen,195
1997,Asten,85
1998,Asten,86
1999,Asten,88
2000,Asten,89
2001,Asten,187
2002,Asten,188
2003,Asten,192
2004,Asten,189
2005,Asten,257
2006,Asten,256
2007,Asten,281
2008,Asten,306
2009,Asten,317
2010,Asten,320
2011,Asten,310
2012,Asten,296
2013,Asten,288
2014,Asten,275
2015,Asten,260
2016,Asten,259
2017,Asten,267
2018**,Asten,       .
2019*,Asten,288
2020*,Asten,310
1997,Avereest,73
1998,Avereest,72
1999,Avereest,73
2000,Avereest,73
2001,Avereest,
2002,Avereest,
2003,Avereest,
2004,Avereest,
2005,Avereest,
2006,Avereest,
2007,Avereest,
2008,Avereest,
2009,Avereest,
2010,Avereest,
2011,Avereest,
2012,Avereest,
2013,Avereest,
2014,Avereest,
2015,Avereest,
2016,Avereest,
2017,Avereest,
2018**,Avereest,
2019*,Avereest,
2020*,Avereest,
1997,Axel,55
1998,Axel,56
1999,Axel,57
2000,Axel,59
2001,Axel,89
2002,Axel,
2003,Axel,
2004,Axel,
2005,Axel,
2006,Axel,
2007,Axel,
2008,Axel,
2009,Axel,
2010,Axel,
2011,Axel,
2012,Axel,
2013,Axel,
2014,Axel,
2015,Axel,
2016,Axel,
2017,Axel,
2018**,Axel,
2019*,Axel,
2020*,Axel,
1997,Baarle-Nassau,119
1998,Baarle-Nassau,118
1999,Baarle-Nassau,118
2000,Baarle-Nassau,119
2001,Baarle-Nassau,165
2002,Baarle-Nassau,165
2003,Baarle-Nassau,165
2004,Baarle-Nassau,166
2005,Baarle-Nassau,255
2006,Baarle-Nassau,255
2007,Baarle-Nassau,282
2008,Baarle-Nassau,296
2009,Baarle-Nassau,298
2010,Baarle-Nassau,296
2011,Baarle-Nassau,284
2012,Baarle-Nassau,277
2013,Baarle-Nassau,261
2014,Baarle-Nassau,248
2015,Baarle-Nassau,242
2016,Baarle-Nassau,247
2017,Baarle-Nassau,254
2018**,Baarle-Nassau,265
2019*,Baarle-Nassau,274
2020*,Baarle-Nassau,291
1997,Baarn,118
1998,Baarn,118
1999,Baarn,118
2000,Baarn,118
2001,Baarn,190
2002,Baarn,190
2003,Baarn,190
2004,Baarn,191
2005,Baarn,280
2006,Baarn,280
2007,Baarn,308
2008,Baarn,332
2009,Baarn,345
2010,Baarn,347
2011,Baarn,338
2012,Baarn,327
2013,Baarn,307
2014,Baarn,290
2015,Baarn,278
2016,Baarn,281
2017,Baarn,292
2018**,Baarn,306
2019*,Baarn,329
2020*,Baarn,362
1997,Barendrecht,105
1998,Barendrecht,105
1999,Barendrecht,108
2000,Barendrecht,109
2001,Barendrecht,148
2002,Barendrecht,156
2003,Barendrecht,156
2004,Barendrecht,159
2005,Barendrecht,227
2006,Barendrecht,229
2007,Barendrecht,254
2008,Barendrecht,269
2009,Barendrecht,277
2010,Barendrecht,281
2011,Barendrecht,272
2012,Barendrecht,265
2013,Barendrecht,255
2014,Barendrecht,244
2015,Barendrecht,237
2016,Barendrecht,241
2017,Barendrecht,248
2018**,Barendrecht,263
2019*,Barendrecht,288
2020*,Barendrecht,318
1997,Barneveld,107
1998,Barneveld,107
1999,Barneveld,105
2000,Barneveld,105
2001,Barneveld,190
2002,Barneveld,189
2003,Barneveld,186
2004,Barneveld,189
2005,Barneveld,277
2006,Barneveld,278
2007,Barneveld,291
2008,Barneveld,312
2009,Barneveld,326
2010,Barneveld,327
2011,Barneveld,318
2012,Barneveld,310
2013,Barneveld,297
2014,Barneveld,279
2015,Barneveld,271
2016,Barneveld,267
2017,Barneveld,267
2018**,Barneveld,277
2019*,Barneveld,291
2020*,Barneveld,314
1997,Bathmen,109
1998,Bathmen,109
1999,Bathmen,109
2000,Bathmen,109
2001,Bathmen,160
2002,Bathmen,
2003,Bathmen,
2004,Bathmen,
2005,Bathmen,
2006,Bathmen,
2007,Bathmen,
2008,Bathmen,
2009,Bathmen,
2010,Bathmen,
2011,Bathmen,
2012,Bathmen,
2013,Bathmen,
2014,Bathmen,
2015,Bathmen,
2016,Bathmen,
2017,Bathmen,
2018**,Bathmen,
2019*,Bathmen,
2020*,Bathmen,
1997,Bedum,67
1998,Bedum,68
1999,Bedum,68
2000,Bedum,69
2001,Bedum,94
2002,Bedum,100
2003,Bedum,101
2004,Bedum,101
2005,Bedum,162
2006,Bedum,164
2007,Bedum,178
2008,Bedum,191
2009,Bedum,196
2010,Bedum,191
2011,Bedum,188
2012,Bedum,189
2013,Bedum,183
2014,Bedum,175
2015,Bedum,169
2016,Bedum,167
2017,Bedum,175
2018**,Bedum,181
2019*,Bedum,
2020*,Bedum,
1997,Beek (L.),96
1998,Beek (L.),96
1999,Beek (L.),95
2000,Beek (L.),95
2001,Beek (L.),147
2002,Beek (L.),147
2003,Beek (L.),147
2004,Beek (L.),148
2005,Beek (L.),191
2006,Beek (L.),191
2007,Beek (L.),200
2008,Beek (L.),212
2009,Beek (L.),218
2010,Beek (L.),212
2011,Beek (L.),199
2012,Beek (L.),194
2013,Beek (L.),188
2014,Beek (L.),184
2015,Beek (L.),178
2016,Beek (L.),185
2017,Beek (L.),188
2018**,Beek (L.),192
2019*,Beek (L.),204
2020*,Beek (L.),223
1997,Beekdaelen,
1998,Beekdaelen,
1999,Beekdaelen,
2000,Beekdaelen,
2001,Beekdaelen,
2002,Beekdaelen,
2003,Beekdaelen,
2004,Beekdaelen,
2005,Beekdaelen,
2006,Beekdaelen,
2007,Beekdaelen,
2008,Beekdaelen,
2009,Beekdaelen,
2010,Beekdaelen,
2011,Beekdaelen,
2012,Beekdaelen,
2013,Beekdaelen,
2014,Beekdaelen,
2015,Beekdaelen,
2016,Beekdaelen,
2017,Beekdaelen,
2018**,Beekdaelen,
2019*,Beekdaelen,210
2020*,Beekdaelen,228
1997,Beemster,100
1998,Beemster,100
1999,Beemster,101
2000,Beemster,102
2001,Beemster,184
2002,Beemster,185
2003,Beemster,184
2004,Beemster,186
2005,Beemster,285
2006,Beemster,284
2007,Beemster,305
2008,Beemster,320
2009,Beemster,328
2010,Beemster,334
2011,Beemster,329
2012,Beemster,322
2013,Beemster,315
2014,Beemster,301
2015,Beemster,292
2016,Beemster,293
2017,Beemster,303
2018**,Beemster,323
2019*,Beemster,362
2020*,Beemster,388
1997,Beesel,89
1998,Beesel,90
1999,Beesel,90
2000,Beesel,90
2001,Beesel,137
2002,Beesel,138
2003,Beesel,138
2004,Beesel,138
2005,Beesel,182
2006,Beesel,183
2007,Beesel,191
2008,Beesel,207
2009,Beesel,213
2010,Beesel,213
2011,Beesel,205
2012,Beesel,201
2013,Beesel,195
2014,Beesel,186
2015,Beesel,178
2016,Beesel,185
2017,Beesel,186
2018**,Beesel,194
2019*,Beesel,199
2020*,Beesel,218
1997,Beilen,72
1998,Beilen,
1999,Beilen,
2000,Beilen,
2001,Beilen,
2002,Beilen,
2003,Beilen,
2004,Beilen,
2005,Beilen,
2006,Beilen,
2007,Beilen,
2008,Beilen,
2009,Beilen,
2010,Beilen,
2011,Beilen,
2012,Beilen,
2013,Beilen,
2014,Beilen,
2015,Beilen,
2016,Beilen,
2017,Beilen,
2018**,Beilen,
2019*,Beilen,
2020*,Beilen,
1997,Belfeld,85
1998,Belfeld,85
1999,Belfeld,86
2000,Belfeld,85
2001,Belfeld,
2002,Belfeld,
2003,Belfeld,
2004,Belfeld,
2005,Belfeld,
2006,Belfeld,
2007,Belfeld,
2008,Belfeld,
2009,Belfeld,
2010,Belfeld,
2011,Belfeld,
2012,Belfeld,
2013,Belfeld,
2014,Belfeld,
2015,Belfeld,
2016,Belfeld,
2017,Belfeld,
2018**,Belfeld,
2019*,Belfeld,
2020*,Belfeld,
1997,Bellingwedde,63
1998,Bellingwedde,64
1999,Bellingwedde,65
2000,Bellingwedde,65
2001,Bellingwedde,93
2002,Bellingwedde,93
2003,Bellingwedde,94
2004,Bellingwedde,95
2005,Bellingwedde,154
2006,Bellingwedde,154
2007,Bellingwedde,173
2008,Bellingwedde,183
2009,Bellingwedde,188
2010,Bellingwedde,189
2011,Bellingwedde,189
2012,Bellingwedde,182
2013,Bellingwedde,169
2014,Bellingwedde,162
2015,Bellingwedde,158
2016,Bellingwedde,160
2017,Bellingwedde,163
2018**,Bellingwedde,
2019*,Bellingwedde,
2020*,Bellingwedde,
1997,Bemmel,102
1998,Bemmel,102
1999,Bemmel,103
2000,Bemmel,100
2001,Bemmel,147
2002,Bemmel,
2003,Bemmel,
2004,Bemmel,
2005,Bemmel,
2006,Bemmel,
2007,Bemmel,
2008,Bemmel,
2009,Bemmel,
2010,Bemmel,
2011,Bemmel,
2012,Bemmel,
2013,Bemmel,
2014,Bemmel,
2015,Bemmel,
2016,Bemmel,
2017,Bemmel,
2018**,Bemmel,
2019*,Bemmel,
2020*,Bemmel,
1997,Bennebroek,144
1998,Bennebroek,144
1999,Bennebroek,145
2000,Bennebroek,146
2001,Bennebroek,230
2002,Bennebroek,232
2003,Bennebroek,233
2004,Bennebroek,234
2005,Bennebroek,360
2006,Bennebroek,361
2007,Bennebroek,379
2008,Bennebroek,406
2009,Bennebroek,
2010,Bennebroek,
2011,Bennebroek,
2012,Bennebroek,
2013,Bennebroek,
2014,Bennebroek,
2015,Bennebroek,
2016,Bennebroek,
2017,Bennebroek,
2018**,Bennebroek,
2019*,Bennebroek,
2020*,Bennebroek,
1997,Berg en Dal,
1998,Berg en Dal,
1999,Berg en Dal,
2000,Berg en Dal,
2001,Berg en Dal,
2002,Berg en Dal,
2003,Berg en Dal,
2004,Berg en Dal,
2005,Berg en Dal,
2006,Berg en Dal,
2007,Berg en Dal,
2008,Berg en Dal,
2009,Berg en Dal,
2010,Berg en Dal,
2011,Berg en Dal,
2012,Berg en Dal,
2013,Berg en Dal,
2014,Berg en Dal,
2015,Berg en Dal,
2016,Berg en Dal,216
2017,Berg en Dal,218
2018**,Berg en Dal,227
2019*,Berg en Dal,241
2020*,Berg en Dal,257
1997,Bergambacht,97
1998,Bergambacht,98
1999,Bergambacht,98
2000,Bergambacht,99
2001,Bergambacht,182
2002,Bergambacht,182
2003,Bergambacht,183
2004,Bergambacht,184
2005,Bergambacht,266
2006,Bergambacht,268
2007,Bergambacht,290
2008,Bergambacht,305
2009,Bergambacht,316
2010,Bergambacht,319
2011,Bergambacht,306
2012,Bergambacht,302
2013,Bergambacht,294
2014,Bergambacht,271
2015,Bergambacht,
2016,Bergambacht,
2017,Bergambacht,
2018**,Bergambacht,
2019*,Bergambacht,
2020*,Bergambacht,
1997,Bergeijk,
1998,Bergeijk,
1999,Bergeijk,101
2000,Bergeijk,102
2001,Bergeijk,195
2002,Bergeijk,195
2003,Bergeijk,194
2004,Bergeijk,195
2005,Bergeijk,293
2006,Bergeijk,295
2007,Bergeijk,315
2008,Bergeijk,335
2009,Bergeijk,344
2010,Bergeijk,340
2011,Bergeijk,328
2012,Bergeijk,320
2013,Bergeijk,308
2014,Bergeijk,290
2015,Bergeijk,271
2016,Bergeijk,270
2017,Bergeijk,279
2018**,Bergeijk,288
2019*,Bergeijk,301
2020*,Bergeijk,317
1997,Bergen (L.),92
1998,Bergen (L.),92
1999,Bergen (L.),93
2000,Bergen (L.),93
2001,Bergen (L.),150
2002,Bergen (L.),151
2003,Bergen (L.),152
2004,Bergen (L.),151
2005,Bergen (L.),215
2006,Bergen (L.),217
2007,Bergen (L.),234
2008,Bergen (L.),249
2009,Bergen (L.),249
2010,Bergen (L.),247
2011,Bergen (L.),235
2012,Bergen (L.),220
2013,Bergen (L.),212
2014,Bergen (L.),208
2015,Bergen (L.),200
2016,Bergen (L.),202
2017,Bergen (L.),204
2018**,Bergen (L.),208
2019*,Bergen (L.),218
2020*,Bergen (L.),235
1997,Bergen (NH.),161
1998,Bergen (NH.),161
1999,Bergen (NH.),160
2000,Bergen (NH.),161
2001,Bergen (NH.),225
2002,Bergen (NH.),225
2003,Bergen (NH.),225
2004,Bergen (NH.),225
2005,Bergen (NH.),328
2006,Bergen (NH.),327
2007,Bergen (NH.),349
2008,Bergen (NH.),385
2009,Bergen (NH.),397
2010,Bergen (NH.),397
2011,Bergen (NH.),394
2012,Bergen (NH.),388
2013,Bergen (NH.),369
2014,Bergen (NH.),349
2015,Bergen (NH.),346
2016,Bergen (NH.),347
2017,Bergen (NH.),355
2018**,Bergen (NH.),374
2019*,Bergen (NH.),403
2020*,Bergen (NH.),439
1997,Bergen op Zoom,78
1998,Bergen op Zoom,78
1999,Bergen op Zoom,79
2000,Bergen op Zoom,79
2001,Bergen op Zoom,111
2002,Bergen op Zoom,112
2003,Bergen op Zoom,112
2004,Bergen op Zoom,112
2005,Bergen op Zoom,174
2006,Bergen op Zoom,174
2007,Bergen op Zoom,194
2008,Bergen op Zoom,208
2009,Bergen op Zoom,215
2010,Bergen op Zoom,216
2011,Bergen op Zoom,211
2012,Bergen op Zoom,208
2013,Bergen op Zoom,202
2014,Bergen op Zoom,195
2015,Bergen op Zoom,193
2016,Bergen op Zoom,196
2017,Bergen op Zoom,201
2018**,Bergen op Zoom,206
2019*,Bergen op Zoom,218
2020*,Bergen op Zoom,231
1997,Bergeyk,101
1998,Bergeyk,101
1999,Bergeyk,
2000,Bergeyk,
2001,Bergeyk,
2002,Bergeyk,
2003,Bergeyk,
2004,Bergeyk,
2005,Bergeyk,
2006,Bergeyk,
2007,Bergeyk,
2008,Bergeyk,
2009,Bergeyk,
2010,Bergeyk,
2011,Bergeyk,
2012,Bergeyk,
2013,Bergeyk,
2014,Bergeyk,
2015,Bergeyk,
2016,Bergeyk,
2017,Bergeyk,
2018**,Bergeyk,
2019*,Bergeyk,
2020*,Bergeyk,
1997,Bergh,77
1998,Bergh,77
1999,Bergh,78
2000,Bergh,79
2001,Bergh,147
2002,Bergh,
2003,Bergh,
2004,Bergh,
2005,Bergh,
2006,Bergh,
2007,Bergh,
2008,Bergh,
2009,Bergh,
2010,Bergh,
2011,Bergh,
2012,Bergh,
2013,Bergh,
2014,Bergh,
2015,Bergh,
2016,Bergh,
2017,Bergh,
2018**,Bergh,
2019*,Bergh,
2020*,Bergh,
1997,Bergschenhoek,125
1998,Bergschenhoek,126
1999,Bergschenhoek,124
2000,Bergschenhoek,127
2001,Bergschenhoek,184
2002,Bergschenhoek,178
2003,Bergschenhoek,186
2004,Bergschenhoek,185
2005,Bergschenhoek,275
2006,Bergschenhoek,274
2007,Bergschenhoek,
2008,Bergschenhoek,
2009,Bergschenhoek,
2010,Bergschenhoek,
2011,Bergschenhoek,
2012,Bergschenhoek,
2013,Bergschenhoek,
2014,Bergschenhoek,
2015,Bergschenhoek,
2016,Bergschenhoek,
2017,Bergschenhoek,
2018**,Bergschenhoek,
2019*,Bergschenhoek,
2020*,Bergschenhoek,
1997,Berkel en Rodenrijs,111
1998,Berkel en Rodenrijs,110
1999,Berkel en Rodenrijs,111
2000,Berkel en Rodenrijs,112
2001,Berkel en Rodenrijs,158
2002,Berkel en Rodenrijs,158
2003,Berkel en Rodenrijs,156
2004,Berkel en Rodenrijs,170
2005,Berkel en Rodenrijs,234
2006,Berkel en Rodenrijs,226
2007,Berkel en Rodenrijs,
2008,Berkel en Rodenrijs,
2009,Berkel en Rodenrijs,
2010,Berkel en Rodenrijs,
2011,Berkel en Rodenrijs,
2012,Berkel en Rodenrijs,
2013,Berkel en Rodenrijs,
2014,Berkel en Rodenrijs,
2015,Berkel en Rodenrijs,
2016,Berkel en Rodenrijs,
2017,Berkel en Rodenrijs,
2018**,Berkel en Rodenrijs,
2019*,Berkel en Rodenrijs,
2020*,Berkel en Rodenrijs,
1997,Berkelland,
1998,Berkelland,
1999,Berkelland,
2000,Berkelland,
2001,Berkelland,
2002,Berkelland,
2003,Berkelland,
2004,Berkelland,
2005,Berkelland,208
2006,Berkelland,209
2007,Berkelland,223
2008,Berkelland,236
2009,Berkelland,241
2010,Berkelland,244
2011,Berkelland,238
2012,Berkelland,227
2013,Berkelland,216
2014,Berkelland,203
2015,Berkelland,198
2016,Berkelland,198
2017,Berkelland,205
2018**,Berkelland,215
2019*,Berkelland,229
2020*,Berkelland,243
1997,Bernheze,96
1998,Bernheze,96
1999,Bernheze,97
2000,Bernheze,97
2001,Bernheze,176
2002,Bernheze,177
2003,Bernheze,177
2004,Bernheze,178
2005,Bernheze,276
2006,Bernheze,277
2007,Bernheze,299
2008,Bernheze,318
2009,Bernheze,320
2010,Bernheze,330
2011,Bernheze,324
2012,Bernheze,306
2013,Bernheze,294
2014,Bernheze,277
2015,Bernheze,267
2016,Bernheze,266
2017,Bernheze,272
2018**,Bernheze,       .
2019*,Bernheze,292
2020*,Bernheze,321
1997,Bernisse,70
1998,Bernisse,70
1999,Bernisse,71
2000,Bernisse,72
2001,Bernisse,142
2002,Bernisse,143
2003,Bernisse,143
2004,Bernisse,144
2005,Bernisse,208
2006,Bernisse,209
2007,Bernisse,232
2008,Bernisse,247
2009,Bernisse,258
2010,Bernisse,258
2011,Bernisse,253
2012,Bernisse,250
2013,Bernisse,246
2014,Bernisse,230
2015,Bernisse,
2016,Bernisse,
2017,Bernisse,
2018**,Bernisse,
2019*,Bernisse,
2020*,Bernisse,
1997,Best,87
1998,Best,88
1999,Best,89
2000,Best,90
2001,Best,164
2002,Best,166
2003,Best,168
2004,Best,170
2005,Best,255
2006,Best,257
2007,Best,275
2008,Best,297
2009,Best,307
2010,Best,308
2011,Best,303
2012,Best,293
2013,Best,280
2014,Best,261
2015,Best,252
2016,Best,251
2017,Best,263
2018**,Best,272
2019*,Best,291
2020*,Best,305
1997,Beuningen,90
1998,Beuningen,92
1999,Beuningen,93
2000,Beuningen,94
2001,Beuningen,154
2002,Beuningen,155
2003,Beuningen,155
2004,Beuningen,156
2005,Beuningen,232
2006,Beuningen,233
2007,Beuningen,249
2008,Beuningen,268
2009,Beuningen,274
2010,Beuningen,275
2011,Beuningen,271
2012,Beuningen,264
2013,Beuningen,252
2014,Beuningen,230
2015,Beuningen,223
2016,Beuningen,223
2017,Beuningen,225
2018**,Beuningen,235
2019*,Beuningen,251
2020*,Beuningen,269
1997,Beverwijk,72
1998,Beverwijk,72
1999,Beverwijk,73
2000,Beverwijk,73
2001,Beverwijk,107
2002,Beverwijk,107
2003,Beverwijk,111
2004,Beverwijk,113
2005,Beverwijk,179
2006,Beverwijk,178
2007,Beverwijk,190
2008,Beverwijk,199
2009,Beverwijk,202
2010,Beverwijk,205
2011,Beverwijk,200
2012,Beverwijk,196
2013,Beverwijk,191
2014,Beverwijk,179
2015,Beverwijk,176
2016,Beverwijk,176
2017,Beverwijk,183
2018**,Beverwijk,194
2019*,Beverwijk,215
2020*,Beverwijk,240
1997,het Bildt,51
1998,het Bildt,52
1999,het Bildt,52
2000,het Bildt,53
2001,het Bildt,82
2002,het Bildt,84
2003,het Bildt,86
2004,het Bildt,86
2005,het Bildt,141
2006,het Bildt,142
2007,het Bildt,155
2008,het Bildt,167
2009,het Bildt,170
2010,het Bildt,168
2011,het Bildt,166
2012,het Bildt,163
2013,het Bildt,153
2014,het Bildt,142
2015,het Bildt,139
2016,het Bildt,141
2017,het Bildt,143
2018**,het Bildt,
2019*,het Bildt,
2020*,het Bildt,
1997,De Bilt,125
1998,De Bilt,125
1999,De Bilt,126
2000,De Bilt,126
2001,De Bilt,218
2002,De Bilt,218
2003,De Bilt,219
2004,De Bilt,219
2005,De Bilt,324
2006,De Bilt,326
2007,De Bilt,344
2008,De Bilt,374
2009,De Bilt,392
2010,De Bilt,393
2011,De Bilt,384
2012,De Bilt,378
2013,De Bilt,361
2014,De Bilt,337
2015,De Bilt,325
2016,De Bilt,327
2017,De Bilt,340
2018**,De Bilt,359
2019*,De Bilt,395
2020*,De Bilt,421
1997,Binnenmaas,92
1998,Binnenmaas,93
1999,Binnenmaas,94
2000,Binnenmaas,95
2001,Binnenmaas,148
2002,Binnenmaas,148
2003,Binnenmaas,149
2004,Binnenmaas,151
2005,Binnenmaas,230
2006,Binnenmaas,231
2007,Binnenmaas,241
2008,Binnenmaas,260
2009,Binnenmaas,268
2010,Binnenmaas,269
2011,Binnenmaas,259
2012,Binnenmaas,255
2013,Binnenmaas,246
2014,Binnenmaas,231
2015,Binnenmaas,223
2016,Binnenmaas,226
2017,Binnenmaas,230
2018**,Binnenmaas,238
2019*,Binnenmaas,
2020*,Binnenmaas,
1997,Bladel,103
1998,Bladel,102
1999,Bladel,102
2000,Bladel,103
2001,Bladel,179
2002,Bladel,180
2003,Bladel,180
2004,Bladel,180
2005,Bladel,266
2006,Bladel,267
2007,Bladel,282
2008,Bladel,307
2009,Bladel,315
2010,Bladel,318
2011,Bladel,300
2012,Bladel,291
2013,Bladel,282
2014,Bladel,272
2015,Bladel,263
2016,Bladel,259
2017,Bladel,268
2018**,Bladel,278
2019*,Bladel,290
2020*,Bladel,307
1997,Blaricum,181
1998,Blaricum,182
1999,Blaricum,183
2000,Blaricum,184
2001,Blaricum,359
2002,Blaricum,359
2003,Blaricum,359
2004,Blaricum,363
2005,Blaricum,515
2006,Blaricum,518
2007,Blaricum,535
2008,Blaricum,590
2009,Blaricum,636
2010,Blaricum,633
2011,Blaricum,619
2012,Blaricum,589
2013,Blaricum,557
2014,Blaricum,529
2015,Blaricum,512
2016,Blaricum,504
2017,Blaricum,527
2018**,Blaricum,575
2019*,Blaricum,606
2020*,Blaricum,647
1997,Bleiswijk,105
1998,Bleiswijk,105
1999,Bleiswijk,105
2000,Bleiswijk,105
2001,Bleiswijk,161
2002,Bleiswijk,163
2003,Bleiswijk,167
2004,Bleiswijk,168
2005,Bleiswijk,254
2006,Bleiswijk,255
2007,Bleiswijk,
2008,Bleiswijk,
2009,Bleiswijk,
2010,Bleiswijk,
2011,Bleiswijk,
2012,Bleiswijk,
2013,Bleiswijk,
2014,Bleiswijk,
2015,Bleiswijk,
2016,Bleiswijk,
2017,Bleiswijk,
2018**,Bleiswijk,
2019*,Bleiswijk,
2020*,Bleiswijk,
1997,Bloemendaal,205
1998,Bloemendaal,204
1999,Bloemendaal,207
2000,Bloemendaal,208
2001,Bloemendaal,363
2002,Bloemendaal,363
2003,Bloemendaal,362
2004,Bloemendaal,361
2005,Bloemendaal,565
2006,Bloemendaal,565
2007,Bloemendaal,624
2008,Bloemendaal,702
2009,Bloemendaal,668
2010,Bloemendaal,672
2011,Bloemendaal,653
2012,Bloemendaal,626
2013,Bloemendaal,591
2014,Bloemendaal,548
2015,Bloemendaal,529
2016,Bloemendaal,552
2017,Bloemendaal,586
2018**,Bloemendaal,637
2019*,Bloemendaal,695
2020*,Bloemendaal,750
1997,Boarnsterhim,55
1998,Boarnsterhim,55
1999,Boarnsterhim,56
2000,Boarnsterhim,57
2001,Boarnsterhim,107
2002,Boarnsterhim,108
2003,Boarnsterhim,110
2004,Boarnsterhim,111
2005,Boarnsterhim,168
2006,Boarnsterhim,168
2007,Boarnsterhim,186
2008,Boarnsterhim,201
2009,Boarnsterhim,206
2010,Boarnsterhim,200
2011,Boarnsterhim,198
2012,Boarnsterhim,195
2013,Boarnsterhim,184
2014,Boarnsterhim,
2015,Boarnsterhim,
2016,Boarnsterhim,
2017,Boarnsterhim,
2018**,Boarnsterhim,
2019*,Boarnsterhim,
2020*,Boarnsterhim,
1997,Bodegraven,90
1998,Bodegraven,90
1999,Bodegraven,91
2000,Bodegraven,91
2001,Bodegraven,158
2002,Bodegraven,158
2003,Bodegraven,158
2004,Bodegraven,159
2005,Bodegraven,237
2006,Bodegraven,237
2007,Bodegraven,252
2008,Bodegraven,270
2009,Bodegraven,279
2010,Bodegraven,280
2011,Bodegraven,
2012,Bodegraven,
2013,Bodegraven,
2014,Bodegraven,
2015,Bodegraven,
2016,Bodegraven,
2017,Bodegraven,
2018**,Bodegraven,
2019*,Bodegraven,
2020*,Bodegraven,
1997,Bodegraven-Reeuwijk,
1998,Bodegraven-Reeuwijk,
1999,Bodegraven-Reeuwijk,
2000,Bodegraven-Reeuwijk,
2001,Bodegraven-Reeuwijk,
2002,Bodegraven-Reeuwijk,
2003,Bodegraven-Reeuwijk,
2004,Bodegraven-Reeuwijk,
2005,Bodegraven-Reeuwijk,
2006,Bodegraven-Reeuwijk,
2007,Bodegraven-Reeuwijk,
2008,Bodegraven-Reeuwijk,
2009,Bodegraven-Reeuwijk,
2010,Bodegraven-Reeuwijk,
2011,Bodegraven-Reeuwijk,312
2012,Bodegraven-Reeuwijk,302
2013,Bodegraven-Reeuwijk,290
2014,Bodegraven-Reeuwijk,276
2015,Bodegraven-Reeuwijk,267
2016,Bodegraven-Reeuwijk,264
2017,Bodegraven-Reeuwijk,270
2018**,Bodegraven-Reeuwijk,278
2019*,Bodegraven-Reeuwijk,304
2020*,Bodegraven-Reeuwijk,328
1997,Boekel,113
1998,Boekel,112
1999,Boekel,113
2000,Boekel,113
2001,Boekel,169
2002,Boekel,169
2003,Boekel,169
2004,Boekel,170
2005,Boekel,267
2006,Boekel,268
2007,Boekel,291
2008,Boekel,310
2009,Boekel,314
2010,Boekel,313
2011,Boekel,300
2012,Boekel,292
2013,Boekel,280
2014,Boekel,261
2015,Boekel,248
2016,Boekel,245
2017,Boekel,252
2018**,Boekel,261
2019*,Boekel,278
2020*,Boekel,300
1997,Ten Boer,66
1998,Ten Boer,67
1999,Ten Boer,67
2000,Ten Boer,68
2001,Ten Boer,97
2002,Ten Boer,98
2003,Ten Boer,98
2004,Ten Boer,98
2005,Ten Boer,158
2006,Ten Boer,158
2007,Ten Boer,174
2008,Ten Boer,185
2009,Ten Boer,194
2010,Ten Boer,195
2011,Ten Boer,192
2012,Ten Boer,187
2013,Ten Boer,183
2014,Ten Boer,174
2015,Ten Boer,165
2016,Ten Boer,165
2017,Ten Boer,169
2018**,Ten Boer,175
2019*,Ten Boer,
2020*,Ten Boer,
1997,Bolsward,55
1998,Bolsward,56
1999,Bolsward,56
2000,Bolsward,56
2001,Bolsward,84
2002,Bolsward,86
2003,Bolsward,87
2004,Bolsward,87
2005,Bolsward,142
2006,Bolsward,144
2007,Bolsward,164
2008,Bolsward,180
2009,Bolsward,184
2010,Bolsward,181
2011,Bolsward,
2012,Bolsward,
2013,Bolsward,
2014,Bolsward,
2015,Bolsward,
2016,Bolsward,
2017,Bolsward,
2018**,Bolsward,
2019*,Bolsward,
2020*,Bolsward,
1997,Borculo,91
1998,Borculo,92
1999,Borculo,92
2000,Borculo,93
2001,Borculo,136
2002,Borculo,
2003,Borculo,
2004,Borculo,
2005,Borculo,
2006,Borculo,
2007,Borculo,
2008,Borculo,
2009,Borculo,
2010,Borculo,
2011,Borculo,
2012,Borculo,
2013,Borculo,
2014,Borculo,
2015,Borculo,
2016,Borculo,
2017,Borculo,
2018**,Borculo,
2019*,Borculo,
2020*,Borculo,
1997,Borger,66
1998,Borger,
1999,Borger,
2000,Borger,
2001,Borger,
2002,Borger,
2003,Borger,
2004,Borger,
2005,Borger,
2006,Borger,
2007,Borger,
2008,Borger,
2009,Borger,
2010,Borger,
2011,Borger,
2012,Borger,
2013,Borger,
2014,Borger,
2015,Borger,
2016,Borger,
2017,Borger,
2018**,Borger,
2019*,Borger,
2020*,Borger,
1997,Borger-Odoorn,
1998,Borger-Odoorn,72
1999,Borger-Odoorn,73
2000,Borger-Odoorn,73
2001,Borger-Odoorn,119
2002,Borger-Odoorn,120
2003,Borger-Odoorn,121
2004,Borger-Odoorn,122
2005,Borger-Odoorn,181
2006,Borger-Odoorn,182
2007,Borger-Odoorn,192
2008,Borger-Odoorn,202
2009,Borger-Odoorn,207
2010,Borger-Odoorn,210
2011,Borger-Odoorn,207
2012,Borger-Odoorn,204
2013,Borger-Odoorn,195
2014,Borger-Odoorn,180
