"Status van bewoning";"Perioden";"Regio's";"Totale woningvoorraad (aantal)";"Koopwoningen (aantal)";"Huurwoningen/Totaal huurwoningen (aantal)";"Huurwoningen/Eigendom woningcorporatie (aantal)";"Huurwoningen/Eigendom overige verhuurders (aantal)";"Eigendom onbekend (aantal)"
"Bewoonde woningen";"2014";"Waddinxveen";"   10407";"    6182";"    4164";"    3272";"     892";"      61"
"Bewoonde woningen";"2015";"Waddinxveen";"   10542";"    6292";"    4193";"    3289";"     904";"      57"
"Bewoonde woningen";"2016";"Waddinxveen";"   10748";"    6412";"    4289";"    3371";"     918";"      47"
"Bewoonde woningen";"2017";"Waddinxveen";"   10912";"    6583";"    4291";"    3366";"     925";"      38"
"Bewoonde woningen";"2018";"Waddinxveen";"   11336";"    6933";"    4362";"    3363";"     999";"      41"
"Bewoonde woningen";"2019";"Waddinxveen";"   11622";"    7269";"    4349";"    3405";"     944";"       4"
"Bewoonde woningen";"2020";"Waddinxveen";"   11961";"    7600";"    4358";"    3386";"     972";"       3"
"Bewoonde woningen";"2021";"Waddinxveen";"   12445";"    7926";"    4517";"    3438";"    1079";"       2"
"Bewoonde woningen";"2022";"Waddinxveen";"   12714";"    8185";"    4528";"    3474";"    1054";"       1"
"Bewoonde woningen";"2023";"Waddinxveen";"   12986";"    8534";"    4450";"    3435";"    1015";"       2"
"Bewoonde woningen";"2012";"Wageningen";"   13842";"    6493";"    6744";"    5168";"    1576";"     605"
"Bewoonde woningen";"2013";"Wageningen";"   17575";"    6716";"    9595";"    5157";"    4438";"    1264"
"Bewoonde woningen";"2014";"Wageningen";"   18033";"    6744";"   10331";"    5301";"    5030";"     958"
"Bewoonde woningen";"2015";"Wageningen";"   18165";"    6766";"   10502";"    7150";"    3352";"     897"
"Bewoonde woningen";"2016";"Wageningen";"   18273";"    6826";"   10545";"    6865";"    3680";"     902"
"Bewoonde woningen";"2017";"Wageningen";"   16085";"    6829";"    9003";"    5584";"    3419";"     253"
"Bewoonde woningen";"2018";"Wageningen";"   16420";"    6958";"    9260";"    6181";"    3079";"     202"
"Bewoonde woningen";"2019";"Wageningen";"   16707";"    7243";"    9447";"    6711";"    2736";"      17"
"Bewoonde woningen";"2020";"Wageningen";"   16970";"    7336";"    9625";"    6827";"    2798";"       9"
"Bewoonde woningen";"2021";"Wageningen";"   17448";"    7348";"   10094";"    7117";"    2977";"       6"
"Bewoonde woningen";"2022";"Wageningen";"   17646";"    7458";"   10183";"    7137";"    3046";"       5"
"Bewoonde woningen";"2023";"Wageningen";"   17808";"    7592";"   10211";"    7186";"    3025";"       5"
"Bewoonde woningen";"2012";"Wassenaar";"   10988";"    5957";"    4916";"    3107";"    1809";"     115"
"Bewoonde woningen";"2013";"Wassenaar";"   10983";"    5951";"    4931";"    3069";"    1862";"     101"
"Bewoonde woningen";"2014";"Wassenaar";"   11008";"    6000";"    4912";"    3035";"    1877";"      96"
"Bewoonde woningen";"2015";"Wassenaar";"   11107";"    6112";"    4955";"    3130";"    1825";"      40"
"Bewoonde woningen";"2016";"Wassenaar";"   11185";"    6216";"    4901";"    3125";"    1776";"      68"
"Bewoonde woningen";"2017";"Wassenaar";"   11211";"    6252";"    4893";"    3111";"    1782";"      66"
"Bewoonde woningen";"2018";"Wassenaar";"   11164";"    6259";"    4833";"    3083";"    1750";"      72"
"Bewoonde woningen";"2019";"Wassenaar";"   11195";"    6380";"    4747";"    3111";"    1636";"      68"
"Bewoonde woningen";"2020";"Wassenaar";"   11181";"    6405";"    4747";"    3097";"    1650";"      29"
"Bewoonde woningen";"2021";"Wassenaar";"   11345";"    6514";"    4803";"    3107";"    1696";"      28"
"Bewoonde woningen";"2022";"Wassenaar";"   11439";"    6640";"    4789";"    3065";"    1724";"      10"
"Bewoonde woningen";"2023";"Wassenaar";"   11402";"    6654";"    4736";"    3045";"    1691";"      12"
"Bewoonde woningen";"2012";"Waterland";"    6693";"    4503";"    2167";"    1803";"     364";"      23"
"Bewoonde woningen";"2013";"Waterland";"    6707";"    4511";"    2173";"    1796";"     377";"      23"
"Bewoonde woningen";"2014";"Waterland";"    6745";"    4539";"    2189";"    1794";"     395";"      17"
"Bewoonde woningen";"2015";"Waterland";"    6909";"    4627";"    2273";"    1821";"     452";"       9"
"Bewoonde woningen";"2016";"Waterland";"    7002";"    4720";"    2277";"    1853";"     424";"       5"
"Bewoonde woningen";"2017";"Waterland";"    7004";"    4718";"    2283";"    1854";"     429";"       3"
"Bewoonde woningen";"2018";"Waterland";"    7001";"    4817";"    2175";"    1849";"     326";"       9"
"Bewoonde woningen";"2019";"Waterland";"    7013";"    4882";"    2125";"    1837";"     288";"       6"
"Bewoonde woningen";"2020";"Waterland";"    7055";"    4899";"    2156";"    1839";"     317";"       0"
"Bewoonde woningen";"2021";"Waterland";"    7103";"    4951";"    2152";"    1829";"     323";"       0"
"Bewoonde woningen";"2022";"Waterland";"    7102";"    4984";"    2118";"    1810";"     308";"       0"
"Bewoonde woningen";"2023";"Waterland";"    7198";"    5033";"    2165";"    1828";"     337";"       0"
"Bewoonde woningen";"2012";"Weert";"   20308";"   14011";"    6271";"    4756";"    1515";"      26"
"Bewoonde woningen";"2013";"Weert";"   20544";"   14092";"    6397";"    4815";"    1582";"      55"
"Bewoonde woningen";"2014";"Weert";"   20934";"   14153";"    6766";"    5051";"    1715";"      15"
"Bewoonde woningen";"2015";"Weert";"   21092";"   13877";"    7200";"    5058";"    2142";"      15"
"Bewoonde woningen";"2016";"Weert";"   21214";"   13960";"    7222";"    5055";"    2167";"      32"
"Bewoonde woningen";"2017";"Weert";"   21439";"   14059";"    7356";"    5135";"    2221";"      24"
"Bewoonde woningen";"2018";"Weert";"   21579";"   14393";"    7155";"    4899";"    2256";"      31"
"Bewoonde woningen";"2019";"Weert";"   21746";"   14700";"    6991";"    5212";"    1779";"      55"
"Bewoonde woningen";"2020";"Weert";"   21973";"   14793";"    7140";"    5191";"    1949";"      40"
"Bewoonde woningen";"2021";"Weert";"   22243";"   14911";"    7269";"    5217";"    2052";"      63"
"Bewoonde woningen";"2022";"Weert";"   22472";"   15005";"    7406";"    5219";"    2187";"      61"
"Bewoonde woningen";"2023";"Weert";"   22664";"   15075";"    7532";"    5284";"    2248";"      57"
"Bewoonde woningen";"2012";"Weesp";"    8032";"    4275";"    3754";"    3073";"     681";"       3"
"Bewoonde woningen";"2013";"Weesp";"    8076";"    4302";"    3770";"    3080";"     690";"       4"
"Bewoonde woningen";"2014";"Weesp";"    8192";"    4320";"    3779";"    3044";"     735";"      93"
"Bewoonde woningen";"2015";"Weesp";"    8276";"    4391";"    3784";"    3059";"     725";"     101"
"Bewoonde woningen";"2016";"Weesp";"    8350";"    4502";"    3744";"    3003";"     741";"     104"
"Bewoonde woningen";"2017";"Weesp";"    8420";"    4532";"    3793";"    3007";"     786";"      95"
"Bewoonde woningen";"2018";"Weesp";"    8595";"    4668";"    3829";"    2981";"     848";"      98"
"Bewoonde woningen";"2019";"Weesp";"    8668";"    4798";"    3863";"    2972";"     891";"       7"
"Bewoonde woningen";"2020";"Weesp";"    8801";"    4891";"    3906";"    2951";"     955";"       4"
"Bewoonde woningen";"2021";"Weesp";"    9014";"    5035";"    3969";"    2945";"    1024";"      10"
"Bewoonde woningen";"2022";"Weesp";"    9097";"    5199";"    3888";"    2835";"    1053";"      10"
"Bewoonde woningen";"2023";"Weesp";"";"";"";"";"";""
"Bewoonde woningen";"2012";"Werkendam";"    9829";"    6424";"    3391";"    2901";"     490";"      14"
"Bewoonde woningen";"2013";"Werkendam";"    9853";"    6467";"    3366";"    2877";"     489";"      20"
"Bewoonde woningen";"2014";"Werkendam";"    9854";"    6484";"    3351";"    2840";"     511";"      19"
"Bewoonde woningen";"2015";"Werkendam";"    9984";"    6584";"    3390";"    2853";"     537";"      10"
"Bewoonde woningen";"2016";"Werkendam";"   10109";"    6707";"    3391";"    2831";"     560";"      11"
"Bewoonde woningen";"2017";"Werkendam";"   10219";"    6805";"    3407";"    2843";"     564";"       7"
"Bewoonde woningen";"2018";"Werkendam";"   10405";"    7012";"    3383";"    2854";"     529";"      10"
"Bewoonde woningen";"2019";"Werkendam";"";"";"";"";"";""
"Bewoonde woningen";"2020";"Werkendam";"";"";"";"";"";""
"Bewoonde woningen";"2021";"Werkendam";"";"";"";"";"";""
"Bewoonde woningen";"2022";"Werkendam";"";"";"";"";"";""
"Bewoonde woningen";"2023";"Werkendam";"";"";"";"";"";""
"Bewoonde woningen";"2012";"West Betuwe";"";"";"";"";"";""
"Bewoonde woningen";"2013";"West Betuwe";"";"";"";"";"";""
"Bewoonde woningen";"2014";"West Betuwe";"";"";"";"";"";""
"Bewoonde woningen";"2015";"West Betuwe";"";"";"";"";"";""
"Bewoonde woningen";"2016";"West Betuwe";"";"";"";"";"";""
"Bewoonde woningen";"2017";"West Betuwe";"";"";"";"";"";""
"Bewoonde woningen";"2018";"West Betuwe";"";"";"";"";"";""
"Bewoonde woningen";"2019";"West Betuwe";"   19890";"   14306";"    5456";"    4422";"    1034";"     128"
"Bewoonde woningen";"2020";"West Betuwe";"   20108";"   14517";"    5586";"    4400";"    1186";"       5"
"Bewoonde woningen";"2021";"West Betuwe";"   20272";"   14673";"    5593";"    4385";"    1208";"       6"
"Bewoonde woningen";"2022";"West Betuwe";"   20544";"   14941";"    5599";"    4385";"    1214";"       4"
"Bewoonde woningen";"2023";"West Betuwe";"   20687";"   15079";"    5604";"    4374";"    1230";"       4"
"Bewoonde woningen";"2012";"West Maas en Waal";"    7196";"    5103";"    2023";"    1560";"     463";"      70"
"Bewoonde woningen";"2013";"West Maas en Waal";"    7280";"    5117";"    2102";"    1593";"     509";"      61"
"Bewoonde woningen";"2014";"West Maas en Waal";"    7388";"    5165";"    2158";"    1605";"     553";"      65"
"Bewoonde woningen";"2015";"West Maas en Waal";"    7566";"    5264";"    2218";"    1639";"     579";"      84"
"Bewoonde woningen";"2016";"West Maas en Waal";"    7617";"    5386";"    2156";"    1629";"     527";"      75"
"Bewoonde woningen";"2017";"West Maas en Waal";"    7633";"    5358";"    2204";"    1623";"     581";"      71"
"Bewoonde woningen";"2018";"West Maas en Waal";"    7693";"    5442";"    2198";"    1620";"     578";"      53"
"Bewoonde woningen";"2019";"West Maas en Waal";"    7778";"    5582";"    2181";"    1630";"     551";"      15"
"Bewoonde woningen";"2020";"West Maas en Waal";"    7888";"    5677";"    2203";"    1623";"     580";"       8"
"Bewoonde woningen";"2021";"West Maas en Waal";"    8036";"    5772";"    2259";"    1638";"     621";"       5"
"Bewoonde woningen";"2022";"West Maas en Waal";"    8120";"    5855";"    2260";"    1659";"     601";"       5"
"Bewoonde woningen";"2023";"West Maas en Waal";"    8195";"    5924";"    2266";"    1680";"     586";"       5"
"Bewoonde woningen";"2012";"Westerkwartier";"";"";"";"";"";""
"Bewoonde woningen";"2013";"Westerkwartier";"";"";"";"";"";""
"Bewoonde woningen";"2014";"Westerkwartier";"";"";"";"";"";""
"Bewoonde woningen";"2015";"Westerkwartier";"";"";"";"";"";""
"Bewoonde woningen";"2016";"Westerkwartier";"";"";"";"";"";""
"Bewoonde woningen";"2017";"Westerkwartier";"";"";"";"";"";""
"Bewoonde woningen";"2018";"Westerkwartier";"";"";"";"";"";""
"Bewoonde woningen";"2019";"Westerkwartier";"   26161";"   18946";"    7169";"    5587";"    1582";"      46"
"Bewoonde woningen";"2020";"Westerkwartier";"   26447";"   19178";"    7251";"    5554";"    1697";"      18"
"Bewoonde woningen";"2021";"Westerkwartier";"   26705";"   19406";"    7286";"    5506";"    1780";"      13"
"Bewoonde woningen";"2022";"Westerkwartier";"   27010";"   19673";"    7333";"    5423";"    1910";"       4"
"Bewoonde woningen";"2023";"Westerkwartier";"   27079";"   19801";"    7275";"    5379";"    1896";"       3"
"Bewoonde woningen";"2012";"Westerveld";"    7686";"    5564";"    2105";"    1478";"     627";"      17"
"Bewoonde woningen";"2013";"Westerveld";"    7791";"    5620";"    2132";"    1474";"     658";"      39"
"Bewoonde woningen";"2014";"Westerveld";"    7794";"    5628";"    2125";"    1443";"     682";"      41"
"Bewoonde woningen";"2015";"Westerveld";"    7844";"    5654";"    2186";"    1461";"     725";"       4"
"Bewoonde woningen";"2016";"Westerveld";"    7857";"    5686";"    2129";"    1421";"     708";"      42"
"Bewoonde woningen";"2017";"Westerveld";"    7931";"    5717";"    2148";"    1413";"     735";"      66"
"Bewoonde woningen";"2018";"Westerveld";"    8026";"    5992";"    1974";"    1426";"     548";"      60"
"Bewoonde woningen";"2019";"Westerveld";"    8097";"    6102";"    1990";"    1484";"     506";"       5"
"Bewoonde woningen";"2020";"Westerveld";"    8125";"    6126";"    1998";"    1470";"     528";"       1"
"Bewoonde woningen";"2021";"Westerveld";"    8171";"    6157";"    2012";"    1461";"     551";"       2"
"Bewoonde woningen";"2022";"Westerveld";"    8200";"    6222";"    1978";"    1456";"     522";"       0"
"Bewoonde woningen";"2023";"Westerveld";"    8342";"    6346";"    1996";"    1449";"     547";"       0"
"Bewoonde woningen";"2012";"Westervoort";"    6270";"    3605";"    2663";"    2151";"     512";"       2"
"Bewoonde woningen";"2013";"Westervoort";"    6279";"    3623";"    2655";"    2130";"     525";"       1"
"Bewoonde woningen";"2014";"Westervoort";"    6356";"    3637";"    2718";"    2167";"     551";"       1"
"Bewoonde woningen";"2015";"Westervoort";"    6410";"    3653";"    2756";"    2203";"     553";"       1"
"Bewoonde woningen";"2016";"Westervoort";"    6463";"    3697";"    2766";"    2206";"     560";"       0"
"Bewoonde woningen";"2017";"Westervoort";"    6505";"    3727";"    2778";"    2055";"     723";"       0"
"Bewoonde woningen";"2018";"Westervoort";"    6554";"    3789";"    2762";"    2056";"     706";"       3"
"Bewoonde woningen";"2019";"Westervoort";"    6581";"    3861";"    2705";"    2078";"     627";"      15"
"Bewoonde woningen";"2020";"Westervoort";"    6617";"    3903";"    2702";"    2073";"     629";"      12"
"Bewoonde woningen";"2021";"Westervoort";"    6640";"    3924";"    2704";"    2073";"     631";"      12"
"Bewoonde woningen";"2022";"Westervoort";"    6666";"    3969";"    2687";"    2085";"     602";"      10"
"Bewoonde woningen";"2023";"Westervoort";"    6680";"    4009";"    2670";"    2070";"     600";"       1"
"Bewoonde woningen";"2012";"Westerwolde";"";"";"";"";"";""
"Bewoonde woningen";"2013";"Westerwolde";"";"";"";"";"";""
"Bewoonde woningen";"2014";"Westerwolde";"";"";"";"";"";""
"Bewoonde woningen";"2015";"Westerwolde";"";"";"";"";"";""
"Bewoonde woningen";"2016";"Westerwolde";"";"";"";"";"";""
"Bewoonde woningen";"2017";"Westerwolde";"";"";"";"";"";""
"Bewoonde woningen";"2018";"Westerwolde";"   10979";"    7674";"    3232";"    2482";"     750";"      73"
"Bewoonde woningen";"2019";"Westerwolde";"   11012";"    7713";"    3278";"    2525";"     753";"      21"
"Bewoonde woningen";"2020";"Westerwolde";"   11034";"    7737";"    3295";"    2524";"     771";"       2"
"Bewoonde woningen";"2021";"Westerwolde";"   11088";"    7805";"    3282";"    2464";"     818";"       1"
"Bewoonde woningen";"2022";"Westerwolde";"   11089";"    7802";"    3285";"    2450";"     835";"       2"
"Bewoonde woningen";"2023";"Westerwolde";"   11113";"    7814";"    3296";"    2466";"     830";"       3"
"Bewoonde woningen";"2012";"Westland";"   38797";"   25984";"   12754";"   10349";"    2405";"      59"
"Bewoonde woningen";"2013";"Westland";"   39383";"   26347";"   13004";"   10368";"    2636";"      32"
"Bewoonde woningen";"2014";"Westland";"   39835";"   26497";"   13298";"   10503";"    2795";"      40"
"Bewoonde woningen";"2015";"Westland";"   40653";"   27024";"   13600";"   10486";"    3114";"      29"
"Bewoonde woningen";"2016";"Westland";"   41028";"   27498";"   13442";"   10577";"    2865";"      88"
"Bewoonde woningen";"2017";"Westland";"   41557";"   27909";"   13626";"   10547";"    3079";"      22"
"Bewoonde woningen";"2018";"Westland";"   42139";"   28255";"   13821";"   10573";"    3248";"      63"
"Bewoonde woningen";"2019";"Westland";"   42976";"   29591";"   13274";"   10651";"    2623";"     111"
"Bewoonde woningen";"2020";"Westland";"   43604";"   30054";"   13506";"   10697";"    2809";"      44"
"Bewoonde woningen";"2021";"Westland";"   44451";"   30702";"   13696";"   10762";"    2934";"      53"
"Bewoonde woningen";"2022";"Westland";"   45060";"   31167";"   13834";"   10744";"    3090";"      59"
"Bewoonde woningen";"2023";"Westland";"   45582";"   31505";"   14049";"   10719";"    3330";"      28"
"Bewoonde woningen";"2012";"Weststellingwerf";"   10652";"    6526";"    4120";"    3304";"     816";"       6"
"Bewoonde woningen";"2013";"Weststellingwerf";"   10687";"    6556";"    4127";"    3274";"     853";"       4"
"Bewoonde woningen";"2014";"Weststellingwerf";"   10727";"    6605";"    4119";"    3231";"     888";"       3"
"Bewoonde woningen";"2015";"Weststellingwerf";"   10810";"    6659";"    4145";"    3256";"     889";"       6"
"Bewoonde woningen";"2016";"Weststellingwerf";"   10866";"    6683";"    4178";"    3265";"     913";"       5"
"Bewoonde woningen";"2017";"Weststellingwerf";"   10941";"    6758";"    4180";"    3228";"     952";"       3"
"Bewoonde woningen";"2018";"Weststellingwerf";"   11025";"    7086";"    3923";"    3198";"     725";"      16"
"Bewoonde woningen";"2019";"Weststellingwerf";"   11041";"    7205";"    3821";"    3115";"     706";"      15"
"Bewoonde woningen";"2020";"Weststellingwerf";"   11147";"    7290";"    3852";"    3134";"     718";"       5"
"Bewoonde woningen";"2021";"Weststellingwerf";"   11253";"    7392";"    3853";"    3111";"     742";"       8"
"Bewoonde woningen";"2022";"Weststellingwerf";"   11380";"    7498";"    3874";"    3124";"     750";"       8"
"Bewoonde woningen";"2023";"Weststellingwerf";"   11440";"    7527";"    3907";"    3119";"     788";"       6"
"Bewoonde woningen";"2012";"Westvoorne";"    6000";"    4259";"    1732";"     303";"    1429";"       9"
"Bewoonde woningen";"2013";"Westvoorne";"    5993";"    4243";"    1745";"     300";"    1445";"       5"
"Bewoonde woningen";"2014";"Westvoorne";"    6133";"    4292";"    1794";"     304";"    1490";"      47"
"Bewoonde woningen";"2015";"Westvoorne";"    6227";"    4459";"    1717";"     303";"    1414";"      51"
"Bewoonde woningen";"2016";"Westvoorne";"    6321";"    4521";"    1751";"     309";"    1442";"      49"
"Bewoonde woningen";"2017";"Westvoorne";"    6328";"    4555";"    1728";"     304";"    1424";"      45"
"Bewoonde woningen";"2018";"Westvoorne";"    6403";"    4631";"    1724";"     336";"    1388";"      48"
"Bewoonde woningen";"2019";"Westvoorne";"    6474";"    4741";"    1722";"     369";"    1353";"      11"
"Bewoonde woningen";"2020";"Westvoorne";"    6515";"    4801";"    1711";"     366";"    1345";"       3"
"Bewoonde woningen";"2021";"Westvoorne";"    6558";"    4867";"    1690";"     371";"    1319";"       1"
"Bewoonde woningen";"2022";"Westvoorne";"    6603";"    4921";"    1681";"     368";"    1313";"       1"
"Bewoonde woningen";"2023";"Westvoorne";"";"";"";"";"";""
"Bewoonde woningen";"2012";"Wierden";"    8712";"    6446";"    2254";"    1716";"     538";"      12"
"Bewoonde woningen";"2013";"Wierden";"    8759";"    6513";"    2237";"    1681";"     556";"       9"
"Bewoonde woningen";"2014";"Wierden";"    8842";"    6564";"    2268";"    1670";"     598";"      10"
"Bewoonde woningen";"2015";"Wierden";"    8975";"    6657";"    2305";"    1660";"     645";"      13"
"Bewoonde woningen";"2016";"Wierden";"    9038";"    6720";"    2309";"    1618";"     691";"       9"
"Bewoonde woningen";"2017";"Wierden";"    9153";"    6761";"    2388";"    1673";"     715";"       4"
"Bewoonde woningen";"2018";"Wierden";"    9259";"    6871";"    2383";"    1682";"     701";"       5"
"Bewoonde woningen";"2019";"Wierden";"    9326";"    6861";"    2423";"    1712";"     711";"      42"
"Bewoonde woningen";"2020";"Wierden";"    9443";"    6907";"    2520";"    1660";"     860";"      16"
"Bewoonde woningen";"2021";"Wierden";"    9504";"    6978";"    2508";"    1658";"     850";"      18"
"Bewoonde woningen";"2022";"Wierden";"    9573";"    7036";"    2521";"    1645";"     876";"      16"
"Bewoonde woningen";"2023";"Wierden";"    9600";"    7071";"    2514";"    1643";"     871";"      15"
"Bewoonde woningen";"2012";"Wijchen";"   16458";"   11086";"    5363";"    4310";"    1053";"       9"
"Bewoonde woningen";"2013";"Wijchen";"   16699";"   11125";"    5568";"    4444";"    1124";"       6"
"Bewoonde woningen";"2014";"Wijchen";"   16995";"   11233";"    5628";"    4455";"    1173";"     134"
"Bewoonde woningen";"2015";"Wijchen";"   17037";"   11284";"    5615";"    4258";"    1357";"     138"
"Bewoonde woningen";"2016";"Wijchen";"   17103";"   11361";"    5613";"    4394";"    1219";"     129"
"Bewoonde woningen";"2017";"Wijchen";"   17175";"   11364";"    5676";"    4358";"    1318";"     135"
"Bewoonde woningen";"2018";"Wijchen";"   17344";"   11623";"    5584";"    4339";"    1245";"     137"
"Bewoonde woningen";"2019";"Wijchen";"   17482";"   11849";"    5572";"    4479";"    1093";"      61"
"Bewoonde woningen";"2020";"Wijchen";"   17611";"   11958";"    5640";"    4456";"    1184";"      13"
"Bewoonde woningen";"2021";"Wijchen";"   17756";"   12096";"    5658";"    4423";"    1235";"       2"
"Bewoonde woningen";"2022";"Wijchen";"   17808";"   12190";"    5615";"    4406";"    1209";"       3"
"Bewoonde woningen";"2023";"Wijchen";"   17896";"   12224";"    5666";"    4409";"    1257";"       6"
"Bewoonde woningen";"2012";"Wijdemeren";"    9331";"    6455";"    2819";"    2009";"     810";"      57"
"Bewoonde woningen";"2013";"Wijdemeren";"    9443";"    6476";"    2925";"    1994";"     931";"      42"
"Bewoonde woningen";"2014";"Wijdemeren";"    9521";"    6485";"    3010";"    2007";"    1003";"      26"
"Bewoonde woningen";"2015";"Wijdemeren";"    9535";"    6491";"    3021";"    1998";"    1023";"      23"
"Bewoonde woningen";"2016";"Wijdemeren";"    9620";"    6525";"    3067";"    1998";"    1069";"      28"
"Bewoonde woningen";"2017";"Wijdemeren";"    9751";"    6599";"    3110";"    1962";"    1148";"      42"
"Bewoonde woningen";"2018";"Wijdemeren";"    9789";"    6782";"    2962";"    1963";"     999";"      45"
"Bewoonde woningen";"2019";"Wijdemeren";"    9893";"    6895";"    2979";"    2006";"     973";"      19"
"Bewoonde woningen";"2020";"Wijdemeren";"    9954";"    6952";"    2998";"    2032";"     966";"       4"
"Bewoonde woningen";"2021";"Wijdemeren";"   10056";"    7052";"    2997";"    2043";"     954";"       7"
"Bewoonde woningen";"2022";"Wijdemeren";"   10130";"    7140";"    2988";"    2069";"     919";"       2"
"Bewoonde woningen";"2023";"Wijdemeren";"   10142";"    7160";"    2976";"    2066";"     910";"       6"
"Bewoonde woningen";"2012";"Wijk bij Duurstede";"    9008";"    6070";"    2936";"    2330";"     606";"       2"
"Bewoonde woningen";"2013";"Wijk bij Duurstede";"    9160";"    6155";"    2989";"    2297";"     692";"      16"
"Bewoonde woningen";"2014";"Wijk bij Duurstede";"    9309";"    6251";"    3035";"    2246";"     789";"      23"
"Bewoonde woningen";"2015";"Wijk bij Duurstede";"    9465";"    6362";"    3075";"    2389";"     686";"      28"
"Bewoonde woningen";"2016";"Wijk bij Duurstede";"    9589";"    6529";"    3034";"    2321";"     713";"      26"
"Bewoonde woningen";"2017";"Wijk bij Duurstede";"    9635";"    6574";"    3021";"    2343";"     678";"      40"
"Bewoonde woningen";"2018";"Wijk bij Duurstede";"    9718";"    6659";"    3018";"    2313";"     705";"      41"
"Bewoonde woningen";"2019";"Wijk bij Duurstede";"    9726";"    6863";"    2845";"    2317";"     528";"      18"
"Bewoonde woningen";"2020";"Wijk bij Duurstede";"    9903";"    6991";"    2903";"    2334";"     569";"       9"
"Bewoonde woningen";"2021";"Wijk bij Duurstede";"   10051";"    7060";"    2918";"    2328";"     590";"      73"
"Bewoonde woningen";"2022";"Wijk bij Duurstede";"   10121";"    7155";"    2957";"    2308";"     649";"       9"
"Bewoonde woningen";"2023";"Wijk bij Duurstede";"   10152";"    7184";"    2964";"    2311";"     653";"       4"
"Bewoonde woningen";"2012";"Winsum";"    5661";"    4033";"    1624";"    1406";"     218";"       4"
"Bewoonde woningen";"2013";"Winsum";"    5718";"    4087";"    1628";"    1399";"     229";"       3"
"Bewoonde woningen";"2014";"Winsum";"    5827";"    4082";"    1743";"    1424";"     319";"       2"
"Bewoonde woningen";"2015";"Winsum";"    5825";"    4070";"    1755";"    1471";"     284";"       0"
"Bewoonde woningen";"2016";"Winsum";"    5818";"    4057";"    1761";"    1427";"     334";"       0"
"Bewoonde woningen";"2017";"Winsum";"    5834";"    4067";"    1766";"    1427";"     339";"       1"
"Bewoonde woningen";"2018";"Winsum";"    5852";"    4061";"    1789";"    1424";"     365";"       2"
"Bewoonde woningen";"2019";"Winsum";"";"";"";"";"";""
"Bewoonde woningen";"2020";"Winsum";"";"";"";"";"";""
"Bewoonde woningen";"2021";"Winsum";"";"";"";"";"";""
"Bewoonde woningen";"2022";"Winsum";"";"";"";"";"";""
"Bewoonde woningen";"2023";"Winsum";"";"";"";"";"";""
"Bewoonde woningen";"2012";"Winterswijk";"   11531";"    8175";"    3339";"    2187";"    1152";"      17"
"Bewoonde woningen";"2013";"Winterswijk";"   12035";"    8473";"    3548";"    2248";"    1300";"      14"
"Bewoonde woningen";"2014";"Winterswijk";"   12149";"    8491";"    3655";"    2185";"    1470";"       3"
"Bewoonde woningen";"2015";"Winterswijk";"   12259";"    8534";"    3714";"    2221";"    1493";"      11"
"Bewoonde woningen";"2016";"Winterswijk";"   12294";"    8586";"    3699";"    2179";"    1520";"       9"
"Bewoonde woningen";"2017";"Winterswijk";"   12377";"    8622";"    3746";"    2192";"    1554";"       9"
"Bewoonde woningen";"2018";"Winterswijk";"   12428";"    8844";"    3562";"    2216";"    1346";"      22"
"Bewoonde woningen";"2019";"Winterswijk";"   12528";"    8923";"    3597";"    2312";"    1285";"       8"
"Bewoonde woningen";"2020";"Winterswijk";"   12573";"    8950";"    3613";"    2287";"    1326";"      10"
"Bewoonde woningen";"2021";"Winterswijk";"   12702";"    8999";"    3699";"    2262";"    1437";"       4"
"Bewoonde woningen";"2022";"Winterswijk";"   12782";"    9081";"    3698";"    2283";"    1415";"       3"
"Bewoonde woningen";"2023";"Winterswijk";"   12836";"    9128";"    3702";"    2165";"    1537";"       6"
"Bewoonde woningen";"2012";"Woensdrecht";"    8800";"    6345";"    2300";"    1743";"     557";"     155"
"Bewoonde woningen";"2013";"Woensdrecht";"    8871";"    6497";"    2357";"    1754";"     603";"      17"
"Bewoonde woningen";"2014";"Woensdrecht";"    8996";"    6562";"    2421";"    1738";"     683";"      13"
"Bewoonde woningen";"2015";"Woensdrecht";"    9109";"    6576";"    2524";"    1775";"     749";"       9"
"Bewoonde woningen";"2016";"Woensdrecht";"    9131";"    6585";"    2532";"    1734";"     798";"      14"
"Bewoonde woningen";"2017";"Woensdrecht";"    9211";"    6616";"    2570";"    1725";"     845";"      25"
"Bewoonde woningen";"2018";"Woensdrecht";"    9267";"    6677";"    2568";"    1762";"     806";"      22"
"Bewoonde woningen";"2019";"Woensdrecht";"    9319";"    6798";"    2486";"    1832";"     654";"      35"
"Bewoonde woningen";"2020";"Woensdrecht";"    9326";"    6812";"    2494";"    1809";"     685";"      20"
"Bewoonde woningen";"2021";"Woensdrecht";"    9395";"    6891";"    2483";"    1802";"     681";"      21"
"Bewoonde woningen";"2022";"Woensdrecht";"    9458";"    6972";"    2472";"    1780";"     692";"      14"
"Bewoonde woningen";"2023";"Woensdrecht";"    9494";"    7025";"    2455";"    1771";"     684";"      14"
"Bewoonde woningen";"2012";"Woerden";"   19825";"   13387";"    6423";"    4489";"    1934";"      15"
"Bewoonde woningen";"2013";"Woerden";"   20071";"   13522";"    6539";"    4851";"    1688";"      10"
