region,year,value
Nederhorst den Berg,2002,
Nederhorst den Berg,2003,
Nederhorst den Berg,2004,
Nederhorst den Berg,2005,
Nederhorst den Berg,2006,
Nederhorst den Berg,2007,
Nederhorst den Berg,2008,
Nederhorst den Berg,2009,
Nederhorst den Berg,2010,
Nederhorst den Berg,2011,
Nederhorst den Berg,2012,
Nederhorst den Berg,2013,
Nederhorst den Berg,2014,
Nederhorst den Berg,2015,
Nederhorst den Berg,2016,
Nederhorst den Berg,2017,
Nederhorst den Berg,2018,
Nederhorst den Berg,2019,
Nederhorst den Berg,2020,
Nederhorst den Berg,2021,
Nederhorst den Berg,2022,
Nederhorst den Berg,2023,
Nederhorst den Berg,2024,
Nederland,1997,79
Nederland,1998,79
Nederland,1999,80
Nederland,2000,80
Nederland,2001,131
Nederland,2002,132
Nederland,2003,133
Nederland,2004,134
Nederland,2005,200
Nederland,2006,201
Nederland,2007,216
Nederland,2008,232
Nederland,2009,241
Nederland,2010,242
Nederland,2011,236
Nederland,2012,232
Nederland,2013,223
Nederland,2014,211
Nederland,2015,206
Nederland,2016,208
Nederland,2017,217
Nederland,2018,230
Nederland,2019,250
Nederland,2020,271
Nederland,2021,290
Nederland,2022,317
Nederland,2023,368
Nederland,2024,379
Nederlek,1997,77
Nederlek,1998,77
Nederlek,1999,78
Nederlek,2000,78
Nederlek,2001,145
Nederlek,2002,146
Nederlek,2003,146
Nederlek,2004,146
Nederlek,2005,212
Nederlek,2006,212
Nederlek,2007,236
Nederlek,2008,251
Nederlek,2009,258
Nederlek,2010,258
Nederlek,2011,243
Nederlek,2012,242
Nederlek,2013,236
Nederlek,2014,218
Nederlek,2015,
Nederlek,2016,
Nederlek,2017,
Nederlek,2018,
Nederlek,2019,
Nederlek,2020,
Nederlek,2021,
Nederlek,2022,
Nederlek,2023,
Nederlek,2024,
Nederweert,1997,104
Nederweert,1998,103
Nederweert,1999,105
Nederweert,2000,105
Nederweert,2001,167
Nederweert,2002,167
Nederweert,2003,168
Nederweert,2004,168
Nederweert,2005,225
Nederweert,2006,227
Nederweert,2007,243
Nederweert,2008,255
Nederweert,2009,264
Nederweert,2010,267
Nederweert,2011,258
Nederweert,2012,249
Nederweert,2013,241
Nederweert,2014,237
Nederweert,2015,228
Nederweert,2016,233
Nederweert,2017,236
Nederweert,2018,247
Nederweert,2019,277
Nederweert,2020,295
Nederweert,2021,303
Nederweert,2022,315
Nederweert,2023,371
Nederweert,2024,376
Neede,1997,71
Neede,1998,71
Neede,1999,72
Neede,2000,73
Neede,2001,131
Neede,2002,
Neede,2003,
Neede,2004,
Neede,2005,
Neede,2006,
Neede,2007,
Neede,2008,
Neede,2009,
Neede,2010,
Neede,2011,
Neede,2012,
Neede,2013,
Neede,2014,
Neede,2015,
Neede,2016,
Neede,2017,
Neede,2018,
Neede,2019,
Neede,2020,
Neede,2021,
Neede,2022,
Neede,2023,
Neede,2024,
Neerijnen,1997,105
Neerijnen,1998,105
Neerijnen,1999,105
Neerijnen,2000,105
Neerijnen,2001,165
Neerijnen,2002,166
Neerijnen,2003,166
Neerijnen,2004,166
Neerijnen,2005,260
Neerijnen,2006,259
Neerijnen,2007,273
Neerijnen,2008,300
Neerijnen,2009,308
Neerijnen,2010,312
Neerijnen,2011,308
Neerijnen,2012,300
Neerijnen,2013,290
Neerijnen,2014,271
Neerijnen,2015,260
Neerijnen,2016,257
Neerijnen,2017,260
Neerijnen,2018,261
Neerijnen,2019,
Neerijnen,2020,
Neerijnen,2021,
Neerijnen,2022,
Neerijnen,2023,
Neerijnen,2024,
Niedorp,1997,78
Niedorp,1998,79
Niedorp,1999,79
Niedorp,2000,79
Niedorp,2001,141
Niedorp,2002,141
Niedorp,2003,141
Niedorp,2004,142
Niedorp,2005,225
Niedorp,2006,223
Niedorp,2007,242
Niedorp,2008,261
Niedorp,2009,270
Niedorp,2010,273
Niedorp,2011,270
Niedorp,2012,
Niedorp,2013,
Niedorp,2014,
Niedorp,2015,
Niedorp,2016,
Niedorp,2017,
Niedorp,2018,
Niedorp,2019,
Niedorp,2020,
Niedorp,2021,
Niedorp,2022,
Niedorp,2023,
Niedorp,2024,
Nieuw-Lekkerland,1997,71
Nieuw-Lekkerland,1998,71
Nieuw-Lekkerland,1999,71
Nieuw-Lekkerland,2000,72
Nieuw-Lekkerland,2001,125
Nieuw-Lekkerland,2002,126
Nieuw-Lekkerland,2003,126
Nieuw-Lekkerland,2004,128
Nieuw-Lekkerland,2005,189
Nieuw-Lekkerland,2006,191
Nieuw-Lekkerland,2007,209
Nieuw-Lekkerland,2008,226
Nieuw-Lekkerland,2009,235
Nieuw-Lekkerland,2010,232
Nieuw-Lekkerland,2011,224
Nieuw-Lekkerland,2012,220
Nieuw-Lekkerland,2013,
Nieuw-Lekkerland,2014,
Nieuw-Lekkerland,2015,
Nieuw-Lekkerland,2016,
Nieuw-Lekkerland,2017,
Nieuw-Lekkerland,2018,
Nieuw-Lekkerland,2019,
Nieuw-Lekkerland,2020,
Nieuw-Lekkerland,2021,
Nieuw-Lekkerland,2022,
Nieuw-Lekkerland,2023,
Nieuw-Lekkerland,2024,
Nieuwegein,1997,78
Nieuwegein,1998,79
Nieuwegein,1999,80
Nieuwegein,2000,81
Nieuwegein,2001,139
Nieuwegein,2002,139
Nieuwegein,2003,139
Nieuwegein,2004,139
Nieuwegein,2005,194
Nieuwegein,2006,194
Nieuwegein,2007,207
Nieuwegein,2008,222
Nieuwegein,2009,232
Nieuwegein,2010,233
Nieuwegein,2011,228
Nieuwegein,2012,224
Nieuwegein,2013,218
Nieuwegein,2014,206
Nieuwegein,2015,197
Nieuwegein,2016,197
Nieuwegein,2017,202
Nieuwegein,2018,214
Nieuwegein,2019,235
Nieuwegein,2020,252
Nieuwegein,2021,269
Nieuwegein,2022,292
Nieuwegein,2023,349
Nieuwegein,2024,351
Nieuwerkerk aan den IJssel,1997,101
Nieuwerkerk aan den IJssel,1998,102
Nieuwerkerk aan den IJssel,1999,103
Nieuwerkerk aan den IJssel,2000,103
Nieuwerkerk aan den IJssel,2001,149
Nieuwerkerk aan den IJssel,2002,151
Nieuwerkerk aan den IJssel,2003,151
Nieuwerkerk aan den IJssel,2004,152
Nieuwerkerk aan den IJssel,2005,228
Nieuwerkerk aan den IJssel,2006,228
Nieuwerkerk aan den IJssel,2007,241
Nieuwerkerk aan den IJssel,2008,255
Nieuwerkerk aan den IJssel,2009,264
Nieuwerkerk aan den IJssel,2010,
Nieuwerkerk aan den IJssel,2011,
Nieuwerkerk aan den IJssel,2012,
Nieuwerkerk aan den IJssel,2013,
Nieuwerkerk aan den IJssel,2014,
Nieuwerkerk aan den IJssel,2015,
Nieuwerkerk aan den IJssel,2016,
Nieuwerkerk aan den IJssel,2017,
Nieuwerkerk aan den IJssel,2018,
Nieuwerkerk aan den IJssel,2019,
Nieuwerkerk aan den IJssel,2020,
Nieuwerkerk aan den IJssel,2021,
Nieuwerkerk aan den IJssel,2022,
Nieuwerkerk aan den IJssel,2023,
Nieuwerkerk aan den IJssel,2024,
Nieuwkoop,1997,103
Nieuwkoop,1998,104
Nieuwkoop,1999,105
Nieuwkoop,2000,105
Nieuwkoop,2001,199
Nieuwkoop,2002,200
Nieuwkoop,2003,200
Nieuwkoop,2004,200
Nieuwkoop,2005,276
Nieuwkoop,2006,277
Nieuwkoop,2007,290
Nieuwkoop,2008,310
Nieuwkoop,2009,315
Nieuwkoop,2010,320
Nieuwkoop,2011,312
Nieuwkoop,2012,306
Nieuwkoop,2013,290
Nieuwkoop,2014,277
Nieuwkoop,2015,266
Nieuwkoop,2016,269
Nieuwkoop,2017,274
Nieuwkoop,2018,282
Nieuwkoop,2019,302
Nieuwkoop,2020,324
Nieuwkoop,2021,344
Nieuwkoop,2022,378
Nieuwkoop,2023,447
Nieuwkoop,2024,476
Nieuwleusen,1997,86
Nieuwleusen,1998,85
Nieuwleusen,1999,86
Nieuwleusen,2000,86
Nieuwleusen,2001,
Nieuwleusen,2002,
Nieuwleusen,2003,
Nieuwleusen,2004,
Nieuwleusen,2005,
Nieuwleusen,2006,
Nieuwleusen,2007,
Nieuwleusen,2008,
Nieuwleusen,2009,
Nieuwleusen,2010,
Nieuwleusen,2011,
Nieuwleusen,2012,
Nieuwleusen,2013,
Nieuwleusen,2014,
Nieuwleusen,2015,
Nieuwleusen,2016,
Nieuwleusen,2017,
Nieuwleusen,2018,
Nieuwleusen,2019,
Nieuwleusen,2020,
Nieuwleusen,2021,
Nieuwleusen,2022,
Nieuwleusen,2023,
Nieuwleusen,2024,
Nijefurd,1997,55
Nijefurd,1998,57
Nijefurd,1999,59
Nijefurd,2000,60
Nijefurd,2001,108
Nijefurd,2002,109
Nijefurd,2003,109
Nijefurd,2004,110
Nijefurd,2005,174
Nijefurd,2006,174
Nijefurd,2007,186
Nijefurd,2008,197
Nijefurd,2009,204
Nijefurd,2010,205
Nijefurd,2011,
Nijefurd,2012,
Nijefurd,2013,
Nijefurd,2014,
Nijefurd,2015,
Nijefurd,2016,
Nijefurd,2017,
Nijefurd,2018,
Nijefurd,2019,
Nijefurd,2020,
Nijefurd,2021,
Nijefurd,2022,
Nijefurd,2023,
Nijefurd,2024,
Nijeveen,1997,80
Nijeveen,1998,
Nijeveen,1999,
Nijeveen,2000,
Nijeveen,2001,
Nijeveen,2002,
Nijeveen,2003,
Nijeveen,2004,
Nijeveen,2005,
Nijeveen,2006,
Nijeveen,2007,
Nijeveen,2008,
Nijeveen,2009,
Nijeveen,2010,
Nijeveen,2011,
Nijeveen,2012,
Nijeveen,2013,
Nijeveen,2014,
Nijeveen,2015,
Nijeveen,2016,
Nijeveen,2017,
Nijeveen,2018,
Nijeveen,2019,
Nijeveen,2020,
Nijeveen,2021,
Nijeveen,2022,
Nijeveen,2023,
Nijeveen,2024,
Nijkerk,1997,91
Nijkerk,1998,91
Nijkerk,1999,92
Nijkerk,2000,101
Nijkerk,2001,170
Nijkerk,2002,171
Nijkerk,2003,170
Nijkerk,2004,171
Nijkerk,2005,254
Nijkerk,2006,256
Nijkerk,2007,271
Nijkerk,2008,285
Nijkerk,2009,292
Nijkerk,2010,302
Nijkerk,2011,298
Nijkerk,2012,287
Nijkerk,2013,281
Nijkerk,2014,263
Nijkerk,2015,260
Nijkerk,2016,261
Nijkerk,2017,268
Nijkerk,2018,285
Nijkerk,2019,312
Nijkerk,2020,333
Nijkerk,2021,357
Nijkerk,2022,387
Nijkerk,2023,442
Nijkerk,2024,470
Nijmegen,1997,69
Nijmegen,1998,70
Nijmegen,1999,70
Nijmegen,2000,70
Nijmegen,2001,121
Nijmegen,2002,121
Nijmegen,2003,121
Nijmegen,2004,122
Nijmegen,2005,183
Nijmegen,2006,184
Nijmegen,2007,201
Nijmegen,2008,214
Nijmegen,2009,221
Nijmegen,2010,222
Nijmegen,2011,216
Nijmegen,2012,209
Nijmegen,2013,201
Nijmegen,2014,191
Nijmegen,2015,185
Nijmegen,2016,188
Nijmegen,2017,194
Nijmegen,2018,205
Nijmegen,2019,234
Nijmegen,2020,252
Nijmegen,2021,273
Nijmegen,2022,308
Nijmegen,2023,362
Nijmegen,2024,373
Nissewaard,1997,
Nissewaard,1998,
Nissewaard,1999,
Nissewaard,2000,
Nissewaard,2001,
Nissewaard,2002,
Nissewaard,2003,
Nissewaard,2004,
Nissewaard,2005,
Nissewaard,2006,
Nissewaard,2007,
Nissewaard,2008,
Nissewaard,2009,
Nissewaard,2010,
Nissewaard,2011,
Nissewaard,2012,
Nissewaard,2013,
Nissewaard,2014,
Nissewaard,2015,162
Nissewaard,2016,164
Nissewaard,2017,167
Nissewaard,2018,173
Nissewaard,2019,186
Nissewaard,2020,204
Nissewaard,2021,218
Nissewaard,2022,242
Nissewaard,2023,279
Nissewaard,2024,288
Noardeast-Fryslân,1997,
Noardeast-Fryslân,1998,
Noardeast-Fryslân,1999,
Noardeast-Fryslân,2000,
Noardeast-Fryslân,2001,
Noardeast-Fryslân,2002,
Noardeast-Fryslân,2003,
Noardeast-Fryslân,2004,
Noardeast-Fryslân,2005,
Noardeast-Fryslân,2006,
Noardeast-Fryslân,2007,
Noardeast-Fryslân,2008,
Noardeast-Fryslân,2009,
Noardeast-Fryslân,2010,
Noardeast-Fryslân,2011,
Noardeast-Fryslân,2012,
Noardeast-Fryslân,2013,
Noardeast-Fryslân,2014,
Noardeast-Fryslân,2015,
Noardeast-Fryslân,2016,
Noardeast-Fryslân,2017,
Noardeast-Fryslân,2018,
Noardeast-Fryslân,2019,171
Noardeast-Fryslân,2020,178
Noardeast-Fryslân,2021,194
Noardeast-Fryslân,2022,233
Noardeast-Fryslân,2023,271
Noardeast-Fryslân,2024,283
Noord-Beveland,1997,72
Noord-Beveland,1998,72
Noord-Beveland,1999,72
Noord-Beveland,2000,73
Noord-Beveland,2001,107
Noord-Beveland,2002,108
Noord-Beveland,2003,109
Noord-Beveland,2004,110
Noord-Beveland,2005,165
Noord-Beveland,2006,167
Noord-Beveland,2007,199
Noord-Beveland,2008,213
Noord-Beveland,2009,218
Noord-Beveland,2010,216
Noord-Beveland,2011,210
Noord-Beveland,2012,207
Noord-Beveland,2013,200
Noord-Beveland,2014,196
Noord-Beveland,2015,190
Noord-Beveland,2016,187
Noord-Beveland,2017,194
Noord-Beveland,2018,201
Noord-Beveland,2019,221
Noord-Beveland,2020,234
Noord-Beveland,2021,246
Noord-Beveland,2022,269
Noord-Beveland,2023,302
Noord-Beveland,2024,306
Noord-Brabant (PV),1997,86
Noord-Brabant (PV),1998,86
Noord-Brabant (PV),1999,86
Noord-Brabant (PV),2000,86
Noord-Brabant (PV),2001,145
Noord-Brabant (PV),2002,147
Noord-Brabant (PV),2003,148
Noord-Brabant (PV),2004,149
Noord-Brabant (PV),2005,226
Noord-Brabant (PV),2006,226
Noord-Brabant (PV),2007,245
Noord-Brabant (PV),2008,261
Noord-Brabant (PV),2009,270
Noord-Brabant (PV),2010,271
Noord-Brabant (PV),2011,264
Noord-Brabant (PV),2012,257
Noord-Brabant (PV),2013,246
Noord-Brabant (PV),2014,233
Noord-Brabant (PV),2015,226
Noord-Brabant (PV),2016,226
Noord-Brabant (PV),2017,232
Noord-Brabant (PV),2018,241
Noord-Brabant (PV),2019,260
Noord-Brabant (PV),2020,278
Noord-Brabant (PV),2021,295
Noord-Brabant (PV),2022,323
Noord-Brabant (PV),2023,370
Noord-Brabant (PV),2024,385
Noord-Holland (PV),1997,79
Noord-Holland (PV),1998,79
Noord-Holland (PV),1999,80
Noord-Holland (PV),2000,80
Noord-Holland (PV),2001,144
Noord-Holland (PV),2002,145
Noord-Holland (PV),2003,145
Noord-Holland (PV),2004,146
Noord-Holland (PV),2005,220
Noord-Holland (PV),2006,221
Noord-Holland (PV),2007,230
Noord-Holland (PV),2008,251
Noord-Holland (PV),2009,267
Noord-Holland (PV),2010,269
Noord-Holland (PV),2011,262
Noord-Holland (PV),2012,258
Noord-Holland (PV),2013,248
Noord-Holland (PV),2014,235
Noord-Holland (PV),2015,232
Noord-Holland (PV),2016,240
Noord-Holland (PV),2017,260
Noord-Holland (PV),2018,288
Noord-Holland (PV),2019,318
Noord-Holland (PV),2020,350
Noord-Holland (PV),2021,368
Noord-Holland (PV),2022,394
Noord-Holland (PV),2023,461
Noord-Holland (PV),2024,462
Noordenveld,1997,
Noordenveld,1998,85
Noordenveld,1999,85
Noordenveld,2000,86
Noordenveld,2001,135
Noordenveld,2002,136
Noordenveld,2003,137
Noordenveld,2004,137
Noordenveld,2005,199
Noordenveld,2006,200
Noordenveld,2007,224
Noordenveld,2008,244
Noordenveld,2009,254
Noordenveld,2010,250
Noordenveld,2011,243
Noordenveld,2012,237
Noordenveld,2013,227
Noordenveld,2014,215
Noordenveld,2015,209
Noordenveld,2016,209
Noordenveld,2017,215
Noordenveld,2018,225
Noordenveld,2019,235
Noordenveld,2020,254
Noordenveld,2021,271
Noordenveld,2022,302
Noordenveld,2023,354
Noordenveld,2024,367
Noorder-Koggenland,1997,87
Noorder-Koggenland,1998,87
Noorder-Koggenland,1999,88
Noorder-Koggenland,2000,88
Noorder-Koggenland,2001,141
Noorder-Koggenland,2002,142
Noorder-Koggenland,2003,143
Noorder-Koggenland,2004,145
Noorder-Koggenland,2005,226
Noorder-Koggenland,2006,226
Noorder-Koggenland,2007,
Noorder-Koggenland,2008,
Noorder-Koggenland,2009,
Noorder-Koggenland,2010,
Noorder-Koggenland,2011,
Noorder-Koggenland,2012,
Noorder-Koggenland,2013,
Noorder-Koggenland,2014,
Noorder-Koggenland,2015,
Noorder-Koggenland,2016,
Noorder-Koggenland,2017,
Noorder-Koggenland,2018,
Noorder-Koggenland,2019,
Noorder-Koggenland,2020,
Noorder-Koggenland,2021,
Noorder-Koggenland,2022,
Noorder-Koggenland,2023,
Noorder-Koggenland,2024,
Noordoostpolder,1997,69
Noordoostpolder,1998,70
Noordoostpolder,1999,70
Noordoostpolder,2000,72
Noordoostpolder,2001,101
Noordoostpolder,2002,102
Noordoostpolder,2003,103
Noordoostpolder,2004,103
Noordoostpolder,2005,164
Noordoostpolder,2006,165
Noordoostpolder,2007,183
Noordoostpolder,2008,197
Noordoostpolder,2009,200
Noordoostpolder,2010,200
Noordoostpolder,2011,197
Noordoostpolder,2012,192
Noordoostpolder,2013,185
Noordoostpolder,2014,177
Noordoostpolder,2015,174
Noordoostpolder,2016,176
Noordoostpolder,2017,180
Noordoostpolder,2018,186
Noordoostpolder,2019,214
Noordoostpolder,2020,227
Noordoostpolder,2021,239
Noordoostpolder,2022,262
Noordoostpolder,2023,310
Noordoostpolder,2024,326
Noordwijk,1997,127
Noordwijk,1998,128
Noordwijk,1999,128
Noordwijk,2000,127
Noordwijk,2001,201
Noordwijk,2002,202
Noordwijk,2003,202
Noordwijk,2004,204
Noordwijk,2005,302
Noordwijk,2006,306
Noordwijk,2007,338
Noordwijk,2008,356
Noordwijk,2009,363
Noordwijk,2010,363
Noordwijk,2011,353
Noordwijk,2012,343
Noordwijk,2013,343
Noordwijk,2014,327
Noordwijk,2015,319
Noordwijk,2016,325
Noordwijk,2017,332
Noordwijk,2018,345
Noordwijk,2019,333
Noordwijk,2020,361
Noordwijk,2021,388
Noordwijk,2022,431
Noordwijk,2023,488
Noordwijk,2024,494
Noordwijkerhout,1997,111
Noordwijkerhout,1998,111
Noordwijkerhout,1999,111
Noordwijkerhout,2000,111
Noordwijkerhout,2001,179
Noordwijkerhout,2002,180
Noordwijkerhout,2003,180
Noordwijkerhout,2004,179
Noordwijkerhout,2005,273
Noordwijkerhout,2006,274
Noordwijkerhout,2007,291
Noordwijkerhout,2008,307
Noordwijkerhout,2009,308
Noordwijkerhout,2010,305
Noordwijkerhout,2011,300
Noordwijkerhout,2012,286
Noordwijkerhout,2013,276
Noordwijkerhout,2014,264
Noordwijkerhout,2015,255
Noordwijkerhout,2016,246
Noordwijkerhout,2017,264
Noordwijkerhout,2018,274
Noordwijkerhout,2019,
Noordwijkerhout,2020,
Noordwijkerhout,2021,
Noordwijkerhout,2022,
Noordwijkerhout,2023,
Noordwijkerhout,2024,
Nootdorp,1997,126
Nootdorp,1998,128
Nootdorp,1999,128
Nootdorp,2000,125
Nootdorp,2001,184
Nootdorp,2002,
Nootdorp,2003,
Nootdorp,2004,
Nootdorp,2005,
Nootdorp,2006,
Nootdorp,2007,
Nootdorp,2008,
Nootdorp,2009,
Nootdorp,2010,
Nootdorp,2011,
Nootdorp,2012,
Nootdorp,2013,
Nootdorp,2014,
Nootdorp,2015,
Nootdorp,2016,
Nootdorp,2017,
Nootdorp,2018,
Nootdorp,2019,
Nootdorp,2020,
Nootdorp,2021,
Nootdorp,2022,
Nootdorp,2023,
Nootdorp,2024,
Norg,1997,86
Norg,1998,
Norg,1999,
Norg,2000,
Norg,2001,
Norg,2002,
Norg,2003,
Norg,2004,
Norg,2005,
Norg,2006,
Norg,2007,
Norg,2008,
Norg,2009,
Norg,2010,
Norg,2011,
Norg,2012,
Norg,2013,
Norg,2014,
Norg,2015,
Norg,2016,
Norg,2017,
Norg,2018,
Norg,2019,
Norg,2020,
Norg,2021,
Norg,2022,
Norg,2023,
Norg,2024,
Nuenen,1997,
Nuenen,1998,
Nuenen,1999,
Nuenen,2000,
Nuenen,2001,
Nuenen,2002,
Nuenen,2003,
Nuenen,2004,
Nuenen,2005,
Nuenen,2006,
Nuenen,2007,
Nuenen,2008,
Nuenen,2009,
Nuenen,2010,
Nuenen,2011,
Nuenen,2012,
Nuenen,2013,
Nuenen,2014,
Nuenen,2015,
Nuenen,2016,
Nuenen,2017,
Nuenen,2018,
Nuenen,2019,
Nuenen,2020,
Nuenen,2021,
Nuenen,2022,
Nuenen,2023,
Nuenen,2024,
Nunspeet,1997,112
Nunspeet,1998,110
Nunspeet,1999,110
Nunspeet,2000,111
Nunspeet,2001,175
Nunspeet,2002,176
Nunspeet,2003,176
Nunspeet,2004,177
Nunspeet,2005,259
Nunspeet,2006,260
Nunspeet,2007,273
Nunspeet,2008,292
Nunspeet,2009,297
Nunspeet,2010,300
Nunspeet,2011,295
Nunspeet,2012,291
Nunspeet,2013,278
Nunspeet,2014,260
Nunspeet,2015,253
Nunspeet,2016,249
Nunspeet,2017,260
Nunspeet,2018,270
Nunspeet,2019,284
Nunspeet,2020,300
Nunspeet,2021,320
Nunspeet,2022,353
Nunspeet,2023,396
Nunspeet,2024,425
Nuth,1997,97
Nuth,1998,95
Nuth,1999,95
Nuth,2000,95
Nuth,2001,152
Nuth,2002,153
Nuth,2003,153
Nuth,2004,154
Nuth,2005,198
Nuth,2006,199
Nuth,2007,216
Nuth,2008,227
Nuth,2009,232
Nuth,2010,227
Nuth,2011,216
Nuth,2012,210
Nuth,2013,204
Nuth,2014,198
Nuth,2015,193
Nuth,2016,199
Nuth,2017,200
Nuth,2018,207
Nuth,2019,
Nuth,2020,
Nuth,2021,
Nuth,2022,
Nuth,2023,
Nuth,2024,
Obdam,1997,92
Obdam,1998,93
Obdam,1999,93
Obdam,2000,93
Obdam,2001,142
Obdam,2002,141
Obdam,2003,142
Obdam,2004,144
Obdam,2005,229
Obdam,2006,229
Obdam,2007,
Obdam,2008,
Obdam,2009,
Obdam,2010,
Obdam,2011,
Obdam,2012,
Obdam,2013,
Obdam,2014,
Obdam,2015,
Obdam,2016,
Obdam,2017,
Obdam,2018,
Obdam,2019,
Obdam,2020,
Obdam,2021,
Obdam,2022,
Obdam,2023,
Obdam,2024,
Odoorn,1997,76
Odoorn,1998,
Odoorn,1999,
Odoorn,2000,
Odoorn,2001,
Odoorn,2002,
Odoorn,2003,
Odoorn,2004,
Odoorn,2005,
Odoorn,2006,
Odoorn,2007,
Odoorn,2008,
Odoorn,2009,
Odoorn,2010,
Odoorn,2011,
Odoorn,2012,
Odoorn,2013,
Odoorn,2014,
Odoorn,2015,
Odoorn,2016,
Odoorn,2017,
Odoorn,2018,
Odoorn,2019,
Odoorn,2020,
Odoorn,2021,
Odoorn,2022,
Odoorn,2023,
Odoorn,2024,
Oegstgeest,1997,119
Oegstgeest,1998,119
Oegstgeest,1999,117
Oegstgeest,2000,119
Oegstgeest,2001,202
Oegstgeest,2002,202
Oegstgeest,2003,204
Oegstgeest,2004,206
Oegstgeest,2005,312
Oegstgeest,2006,312
Oegstgeest,2007,342
Oegstgeest,2008,360
Oegstgeest,2009,381
Oegstgeest,2010,375
Oegstgeest,2011,367
Oegstgeest,2012,359
Oegstgeest,2013,350
Oegstgeest,2014,328
Oegstgeest,2015,315
Oegstgeest,2016,325
Oegstgeest,2017,338
Oegstgeest,2018,351
Oegstgeest,2019,398
Oegstgeest,2020,434
Oegstgeest,2021,464
Oegstgeest,2022,502
Oegstgeest,2023,563
Oegstgeest,2024,565
Oirschot,1997,116
Oirschot,1998,114
Oirschot,1999,111
Oirschot,2000,111
Oirschot,2001,186
Oirschot,2002,186
Oirschot,2003,187
Oirschot,2004,188
Oirschot,2005,306
Oirschot,2006,304
Oirschot,2007,335
Oirschot,2008,363
Oirschot,2009,368
Oirschot,2010,362
Oirschot,2011,351
Oirschot,2012,343
Oirschot,2013,330
Oirschot,2014,314
Oirschot,2015,301
Oirschot,2016,302
Oirschot,2017,309
Oirschot,2018,318
Oirschot,2019,326
Oirschot,2020,344
Oirschot,2021,373
Oirschot,2022,416
Oirschot,2023,465
Oirschot,2024,501
Oisterwijk,1997,120
Oisterwijk,1998,121
Oisterwijk,1999,121
Oisterwijk,2000,121
Oisterwijk,2001,191
Oisterwijk,2002,191
Oisterwijk,2003,193
Oisterwijk,2004,192
Oisterwijk,2005,308
Oisterwijk,2006,305
Oisterwijk,2007,333
Oisterwijk,2008,363
Oisterwijk,2009,378
Oisterwijk,2010,381
Oisterwijk,2011,368
Oisterwijk,2012,355
Oisterwijk,2013,338
Oisterwijk,2014,316
Oisterwijk,2015,303
Oisterwijk,2016,300
Oisterwijk,2017,305
Oisterwijk,2018,314
Oisterwijk,2019,333
Oisterwijk,2020,354
Oisterwijk,2021,374
Oisterwijk,2022,422
Oisterwijk,2023,478
Oisterwijk,2024,496
Oldambt,1997,
Oldambt,1998,
Oldambt,1999,
Oldambt,2000,
Oldambt,2001,
Oldambt,2002,
Oldambt,2003,
Oldambt,2004,
Oldambt,2005,
Oldambt,2006,
Oldambt,2007,
Oldambt,2008,
Oldambt,2009,
Oldambt,2010,157
Oldambt,2011,155
Oldambt,2012,150
Oldambt,2013,144
Oldambt,2014,133
Oldambt,2015,128
Oldambt,2016,126
Oldambt,2017,127
Oldambt,2018,134
Oldambt,2019,151
Oldambt,2020,164
Oldambt,2021,182
Oldambt,2022,207
Oldambt,2023,254
Oldambt,2024,264
Oldebroek,1997,88
Oldebroek,1998,88
Oldebroek,1999,89
Oldebroek,2000,89
Oldebroek,2001,159
Oldebroek,2002,159
Oldebroek,2003,159
Oldebroek,2004,161
Oldebroek,2005,236
Oldebroek,2006,236
Oldebroek,2007,256
Oldebroek,2008,280
Oldebroek,2009,288
Oldebroek,2010,287
Oldebroek,2011,275
Oldebroek,2012,261
Oldebroek,2013,249
Oldebroek,2014,236
Oldebroek,2015,231
Oldebroek,2016,228
Oldebroek,2017,238
Oldebroek,2018,246
Oldebroek,2019,268
Oldebroek,2020,286
Oldebroek,2021,303
Oldebroek,2022,325
Oldebroek,2023,362
Oldebroek,2024,369
Oldenzaal,1997,84
Oldenzaal,1998,84
Oldenzaal,1999,85
Oldenzaal,2000,85
Oldenzaal,2001,122
Oldenzaal,2002,123
Oldenzaal,2003,124
Oldenzaal,2004,125
Oldenzaal,2005,190
Oldenzaal,2006,191
Oldenzaal,2007,210
Oldenzaal,2008,222
Oldenzaal,2009,224
Oldenzaal,2010,227
Oldenzaal,2011,224
Oldenzaal,2012,222
Oldenzaal,2013,214
Oldenzaal,2014,202
Oldenzaal,2015,202
Oldenzaal,2016,204
Oldenzaal,2017,208
Oldenzaal,2018,216
Oldenzaal,2019,226
Oldenzaal,2020,240
Oldenzaal,2021,251
Oldenzaal,2022,280
Oldenzaal,2023,333
Oldenzaal,2024,352
Olst,1997,83
Olst,1998,82
Olst,1999,83
Olst,2000,83
Olst,2001,147
Olst,2002,
Olst,2003,
Olst,2004,
Olst,2005,
Olst,2006,
Olst,2007,
Olst,2008,
Olst,2009,
Olst,2010,
Olst,2011,
Olst,2012,
Olst,2013,
Olst,2014,
Olst,2015,
Olst,2016,
Olst,2017,
Olst,2018,
Olst,2019,
Olst,2020,
Olst,2021,
Olst,2022,
Olst,2023,
Olst,2024,
Olst-Wijhe,1997,
Olst-Wijhe,1998,
Olst-Wijhe,1999,
Olst-Wijhe,2000,
Olst-Wijhe,2001,
Olst-Wijhe,2002,
Olst-Wijhe,2003,148
Olst-Wijhe,2004,150
Olst-Wijhe,2005,216
Olst-Wijhe,2006,217
Olst-Wijhe,2007,234
