period,region,mean_value
2019*,Slochteren,
2020*,Slochteren,
1997,Sluis,
1998,Sluis,
1999,Sluis,
2000,Sluis,
2001,Sluis,
2002,Sluis,
2003,Sluis,85.0
2004,Sluis,86.0
2005,Sluis,138.0
2006,Sluis,140.0
2007,Sluis,155.0
2008,Sluis,169.0
2009,Sluis,175.0
2010,Sluis,177.0
2011,Sluis,179.0
2012,Sluis,179.0
2013,Sluis,183.0
2014,Sluis,182.0
2015,Sluis,183.0
2016,Sluis,183.0
2017,Sluis,188.0
2018**,Sluis,195.0
2019*,Sluis,208.0
2020*,Sluis,220.0
1997,Sluis-Aardenburg,69.0
1998,Sluis-Aardenburg,67.0
1999,Sluis-Aardenburg,67.0
2000,Sluis-Aardenburg,68.0
2001,Sluis-Aardenburg,96.0
2002,Sluis-Aardenburg,
2003,Sluis-Aardenburg,
2004,Sluis-Aardenburg,
2005,Sluis-Aardenburg,
2006,Sluis-Aardenburg,
2007,Sluis-Aardenburg,
2008,Sluis-Aardenburg,
2009,Sluis-Aardenburg,
2010,Sluis-Aardenburg,
2011,Sluis-Aardenburg,
2012,Sluis-Aardenburg,
2013,Sluis-Aardenburg,
2014,Sluis-Aardenburg,
2015,Sluis-Aardenburg,
2016,Sluis-Aardenburg,
2017,Sluis-Aardenburg,
2018**,Sluis-Aardenburg,
2019*,Sluis-Aardenburg,
2020*,Sluis-Aardenburg,
1997,Smallingerland,61.0
1998,Smallingerland,62.0
1999,Smallingerland,63.0
2000,Smallingerland,64.0
2001,Smallingerland,97.0
2002,Smallingerland,98.0
2003,Smallingerland,99.0
2004,Smallingerland,100.0
2005,Smallingerland,155.0
2006,Smallingerland,156.0
2007,Smallingerland,173.0
2008,Smallingerland,190.0
2009,Smallingerland,197.0
2010,Smallingerland,198.0
2011,Smallingerland,196.0
2012,Smallingerland,188.0
2013,Smallingerland,179.0
2014,Smallingerland,167.0
2015,Smallingerland,159.0
2016,Smallingerland,158.0
2017,Smallingerland,163.0
2018**,Smallingerland,170.0
2019*,Smallingerland,180.0
2020*,Smallingerland,195.0
1997,Smilde,64.0
1998,Smilde,
1999,Smilde,
2000,Smilde,
2001,Smilde,
2002,Smilde,
2003,Smilde,
2004,Smilde,
2005,Smilde,
2006,Smilde,
2007,Smilde,
2008,Smilde,
2009,Smilde,
2010,Smilde,
2011,Smilde,
2012,Smilde,
2013,Smilde,
2014,Smilde,
2015,Smilde,
2016,Smilde,
2017,Smilde,
2018**,Smilde,
2019*,Smilde,
2020*,Smilde,
1997,Sneek,53.0
1998,Sneek,54.0
1999,Sneek,55.0
2000,Sneek,56.0
2001,Sneek,90.0
2002,Sneek,91.0
2003,Sneek,93.0
2004,Sneek,95.0
2005,Sneek,152.0
2006,Sneek,153.0
2007,Sneek,172.0
2008,Sneek,186.0
2009,Sneek,194.0
2010,Sneek,198.0
2011,Sneek,
2012,Sneek,
2013,Sneek,
2014,Sneek,
2015,Sneek,
2016,Sneek,
2017,Sneek,
2018**,Sneek,
2019*,Sneek,
2020*,Sneek,
1997,Soest,100.0
1998,Soest,101.0
1999,Soest,101.0
2000,Soest,101.0
2001,Soest,183.0
2002,Soest,183.0
2003,Soest,183.0
2004,Soest,183.0
2005,Soest,262.0
2006,Soest,263.0
2007,Soest,284.0
2008,Soest,302.0
2009,Soest,315.0
2010,Soest,326.0
2011,Soest,317.0
2012,Soest,306.0
2013,Soest,292.0
2014,Soest,273.0
2015,Soest,263.0
2016,Soest,266.0
2017,Soest,273.0
2018**,Soest,291.0
2019*,Soest,313.0
2020*,Soest,335.0
1997,Someren,103.0
1998,Someren,102.0
1999,Someren,102.0
2000,Someren,102.0
2001,Someren,172.0
2002,Someren,172.0
2003,Someren,173.0
2004,Someren,174.0
2005,Someren,254.0
2006,Someren,255.0
2007,Someren,270.0
2008,Someren,291.0
2009,Someren,301.0
2010,Someren,303.0
2011,Someren,294.0
2012,Someren,288.0
2013,Someren,278.0
2014,Someren,265.0
2015,Someren,254.0
2016,Someren,251.0
2017,Someren,257.0
2018**,Someren,
2019*,Someren,285.0
2020*,Someren,305.0
1997,Son en Breugel,116.0
1998,Son en Breugel,115.0
1999,Son en Breugel,115.0
2000,Son en Breugel,117.0
2001,Son en Breugel,188.0
2002,Son en Breugel,187.0
2003,Son en Breugel,189.0
2004,Son en Breugel,189.0
2005,Son en Breugel,275.0
2006,Son en Breugel,276.0
2007,Son en Breugel,300.0
2008,Son en Breugel,326.0
2009,Son en Breugel,344.0
2010,Son en Breugel,345.0
2011,Son en Breugel,338.0
2012,Son en Breugel,322.0
2013,Son en Breugel,308.0
2014,Son en Breugel,295.0
2015,Son en Breugel,283.0
2016,Son en Breugel,284.0
2017,Son en Breugel,282.0
2018**,Son en Breugel,303.0
2019*,Son en Breugel,327.0
2020*,Son en Breugel,348.0
1997,Spijkenisse,72.0
1998,Spijkenisse,71.0
1999,Spijkenisse,72.0
2000,Spijkenisse,73.0
2001,Spijkenisse,99.0
2002,Spijkenisse,101.0
2003,Spijkenisse,102.0
2004,Spijkenisse,101.0
2005,Spijkenisse,155.0
2006,Spijkenisse,155.0
2007,Spijkenisse,167.0
2008,Spijkenisse,172.0
2009,Spijkenisse,175.0
2010,Spijkenisse,175.0
2011,Spijkenisse,171.0
2012,Spijkenisse,169.0
2013,Spijkenisse,163.0
2014,Spijkenisse,156.0
2015,Spijkenisse,
2016,Spijkenisse,
2017,Spijkenisse,
2018**,Spijkenisse,
2019*,Spijkenisse,
2020*,Spijkenisse,
1997,Stad Delden,108.0
1998,Stad Delden,108.0
1999,Stad Delden,108.0
2000,Stad Delden,108.0
2001,Stad Delden,
2002,Stad Delden,
2003,Stad Delden,
2004,Stad Delden,
2005,Stad Delden,
2006,Stad Delden,
2007,Stad Delden,
2008,Stad Delden,
2009,Stad Delden,
2010,Stad Delden,
2011,Stad Delden,
2012,Stad Delden,
2013,Stad Delden,
2014,Stad Delden,
2015,Stad Delden,
2016,Stad Delden,
2017,Stad Delden,
2018**,Stad Delden,
2019*,Stad Delden,
2020*,Stad Delden,
1997,Stadskanaal,58.0
1998,Stadskanaal,59.0
1999,Stadskanaal,60.0
2000,Stadskanaal,60.0
2001,Stadskanaal,90.0
2002,Stadskanaal,90.0
2003,Stadskanaal,91.0
2004,Stadskanaal,91.0
2005,Stadskanaal,145.0
2006,Stadskanaal,146.0
2007,Stadskanaal,157.0
2008,Stadskanaal,163.0
2009,Stadskanaal,165.0
2010,Stadskanaal,166.0
2011,Stadskanaal,165.0
2012,Stadskanaal,164.0
2013,Stadskanaal,156.0
2014,Stadskanaal,146.0
2015,Stadskanaal,142.0
2016,Stadskanaal,140.0
2017,Stadskanaal,143.0
2018**,Stadskanaal,149.0
2019*,Stadskanaal,161.0
2020*,Stadskanaal,172.0
1997,Staphorst,77.0
1998,Staphorst,76.0
1999,Staphorst,77.0
2000,Staphorst,77.0
2001,Staphorst,153.0
2002,Staphorst,153.0
2003,Staphorst,154.0
2004,Staphorst,154.0
2005,Staphorst,241.0
2006,Staphorst,235.0
2007,Staphorst,255.0
2008,Staphorst,274.0
2009,Staphorst,287.0
2010,Staphorst,289.0
2011,Staphorst,284.0
2012,Staphorst,277.0
2013,Staphorst,266.0
2014,Staphorst,247.0
2015,Staphorst,241.0
2016,Staphorst,240.0
2017,Staphorst,245.0
2018**,Staphorst,252.0
2019*,Staphorst,263.0
2020*,Staphorst,269.0
1997,Stede Broec,78.0
1998,Stede Broec,78.0
1999,Stede Broec,78.0
2000,Stede Broec,78.0
2001,Stede Broec,113.0
2002,Stede Broec,113.0
2003,Stede Broec,114.0
2004,Stede Broec,115.0
2005,Stede Broec,184.0
2006,Stede Broec,185.0
2007,Stede Broec,196.0
2008,Stede Broec,209.0
2009,Stede Broec,216.0
2010,Stede Broec,218.0
2011,Stede Broec,215.0
2012,Stede Broec,206.0
2013,Stede Broec,192.0
2014,Stede Broec,180.0
2015,Stede Broec,181.0
2016,Stede Broec,184.0
2017,Stede Broec,191.0
2018**,Stede Broec,206.0
2019*,Stede Broec,223.0
2020*,Stede Broec,243.0
1997,Steenbergen,85.0
1998,Steenbergen,85.0
1999,Steenbergen,86.0
2000,Steenbergen,87.0
2001,Steenbergen,135.0
2002,Steenbergen,135.0
2003,Steenbergen,135.0
2004,Steenbergen,135.0
2005,Steenbergen,201.0
2006,Steenbergen,202.0
2007,Steenbergen,216.0
2008,Steenbergen,222.0
2009,Steenbergen,226.0
2010,Steenbergen,226.0
2011,Steenbergen,221.0
2012,Steenbergen,213.0
2013,Steenbergen,207.0
2014,Steenbergen,204.0
2015,Steenbergen,200.0
2016,Steenbergen,198.0
2017,Steenbergen,201.0
2018**,Steenbergen,207.0
2019*,Steenbergen,215.0
2020*,Steenbergen,229.0
1997,Steenderen,85.0
1998,Steenderen,85.0
1999,Steenderen,86.0
2000,Steenderen,86.0
2001,Steenderen,184.0
2002,Steenderen,
2003,Steenderen,
2004,Steenderen,
2005,Steenderen,
2006,Steenderen,
2007,Steenderen,
2008,Steenderen,
2009,Steenderen,
2010,Steenderen,
2011,Steenderen,
2012,Steenderen,
2013,Steenderen,
2014,Steenderen,
2015,Steenderen,
2016,Steenderen,
2017,Steenderen,
2018**,Steenderen,
2019*,Steenderen,
2020*,Steenderen,
1997,Steenwijk,68.0
1998,Steenwijk,69.0
1999,Steenwijk,70.0
2000,Steenwijk,70.0
2001,Steenwijk,120.0
2002,Steenwijk,
2003,Steenwijk,
2004,Steenwijk,
2005,Steenwijk,
2006,Steenwijk,
2007,Steenwijk,
2008,Steenwijk,
2009,Steenwijk,
2010,Steenwijk,
2011,Steenwijk,
2012,Steenwijk,
2013,Steenwijk,
2014,Steenwijk,
2015,Steenwijk,
2016,Steenwijk,
2017,Steenwijk,
2018**,Steenwijk,
2019*,Steenwijk,
2020*,Steenwijk,
1997,Steenwijkerland,
1998,Steenwijkerland,
1999,Steenwijkerland,
2000,Steenwijkerland,
2001,Steenwijkerland,
2002,Steenwijkerland,
2003,Steenwijkerland,121.0
2004,Steenwijkerland,122.0
2005,Steenwijkerland,182.0
2006,Steenwijkerland,182.0
2007,Steenwijkerland,199.0
2008,Steenwijkerland,217.0
2009,Steenwijkerland,225.0
2010,Steenwijkerland,229.0
2011,Steenwijkerland,224.0
2012,Steenwijkerland,214.0
2013,Steenwijkerland,210.0
2014,Steenwijkerland,196.0
2015,Steenwijkerland,189.0
2016,Steenwijkerland,188.0
2017,Steenwijkerland,190.0
2018**,Steenwijkerland,200.0
2019*,Steenwijkerland,215.0
2020*,Steenwijkerland,222.0
1997,Stein (L.),88.0
1998,Stein (L.),88.0
1999,Stein (L.),88.0
2000,Stein (L.),88.0
2001,Stein (L.),138.0
2002,Stein (L.),138.0
2003,Stein (L.),139.0
2004,Stein (L.),140.0
2005,Stein (L.),181.0
2006,Stein (L.),182.0
2007,Stein (L.),198.0
2008,Stein (L.),208.0
2009,Stein (L.),211.0
2010,Stein (L.),207.0
2011,Stein (L.),196.0
2012,Stein (L.),193.0
2013,Stein (L.),187.0
2014,Stein (L.),179.0
2015,Stein (L.),173.0
2016,Stein (L.),176.0
2017,Stein (L.),183.0
2018**,Stein (L.),194.0
2019*,Stein (L.),204.0
2020*,Stein (L.),222.0
1997,Stichtse Vecht,
1998,Stichtse Vecht,
1999,Stichtse Vecht,
2000,Stichtse Vecht,
2001,Stichtse Vecht,
2002,Stichtse Vecht,
2003,Stichtse Vecht,
2004,Stichtse Vecht,
2005,Stichtse Vecht,
2006,Stichtse Vecht,
2007,Stichtse Vecht,
2008,Stichtse Vecht,
2009,Stichtse Vecht,
2010,Stichtse Vecht,
2011,Stichtse Vecht,304.0
2012,Stichtse Vecht,298.0
2013,Stichtse Vecht,290.0
2014,Stichtse Vecht,270.0
2015,Stichtse Vecht,261.0
2016,Stichtse Vecht,266.0
2017,Stichtse Vecht,279.0
2018**,Stichtse Vecht,298.0
2019*,Stichtse Vecht,326.0
2020*,Stichtse Vecht,348.0
1997,Stramproy,96.0
1998,Stramproy,
1999,Stramproy,
2000,Stramproy,
2001,Stramproy,
2002,Stramproy,
2003,Stramproy,
2004,Stramproy,
2005,Stramproy,
2006,Stramproy,
2007,Stramproy,
2008,Stramproy,
2009,Stramproy,
2010,Stramproy,
2011,Stramproy,
2012,Stramproy,
2013,Stramproy,
2014,Stramproy,
2015,Stramproy,
2016,Stramproy,
2017,Stramproy,
2018**,Stramproy,
2019*,Stramproy,
2020*,Stramproy,
1997,Strijen,85.0
1998,Strijen,86.0
1999,Strijen,87.0
2000,Strijen,88.0
2001,Strijen,131.0
2002,Strijen,131.0
2003,Strijen,132.0
2004,Strijen,133.0
2005,Strijen,205.0
2006,Strijen,205.0
2007,Strijen,226.0
2008,Strijen,243.0
2009,Strijen,254.0
2010,Strijen,257.0
2011,Strijen,247.0
2012,Strijen,245.0
2013,Strijen,235.0
2014,Strijen,222.0
2015,Strijen,213.0
2016,Strijen,214.0
2017,Strijen,215.0
2018**,Strijen,218.0
2019*,Strijen,
2020*,Strijen,
1997,Súdwest-Fryslân,
1998,Súdwest-Fryslân,
1999,Súdwest-Fryslân,
2000,Súdwest-Fryslân,
2001,Súdwest-Fryslân,
2002,Súdwest-Fryslân,
2003,Súdwest-Fryslân,
2004,Súdwest-Fryslân,
2005,Súdwest-Fryslân,
2006,Súdwest-Fryslân,
2007,Súdwest-Fryslân,
2008,Súdwest-Fryslân,
2009,Súdwest-Fryslân,
2010,Súdwest-Fryslân,
2011,Súdwest-Fryslân,201.0
2012,Súdwest-Fryslân,196.0
2013,Súdwest-Fryslân,185.0
2014,Súdwest-Fryslân,174.0
2015,Súdwest-Fryslân,172.0
2016,Súdwest-Fryslân,175.0
2017,Súdwest-Fryslân,181.0
2018**,Súdwest-Fryslân,189.0
2019*,Súdwest-Fryslân,199.0
2020*,Súdwest-Fryslân,210.0
1997,Susteren,94.0
1998,Susteren,94.0
1999,Susteren,94.0
2000,Susteren,94.0
2001,Susteren,145.0
2002,Susteren,
2003,Susteren,
2004,Susteren,
2005,Susteren,
2006,Susteren,
2007,Susteren,
2008,Susteren,
2009,Susteren,
2010,Susteren,
2011,Susteren,
2012,Susteren,
2013,Susteren,
2014,Susteren,
2015,Susteren,
2016,Susteren,
2017,Susteren,
2018**,Susteren,
2019*,Susteren,
2020*,Susteren,
1997,Swalmen,81.0
1998,Swalmen,82.0
1999,Swalmen,82.0
2000,Swalmen,83.0
2001,Swalmen,128.0
2002,Swalmen,129.0
2003,Swalmen,130.0
2004,Swalmen,131.0
2005,Swalmen,171.0
2006,Swalmen,172.0
2007,Swalmen,
2008,Swalmen,
2009,Swalmen,
2010,Swalmen,
2011,Swalmen,
2012,Swalmen,
2013,Swalmen,
2014,Swalmen,
2015,Swalmen,
2016,Swalmen,
2017,Swalmen,
2018**,Swalmen,
2019*,Swalmen,
2020*,Swalmen,
1997,Tegelen,78.0
1998,Tegelen,78.0
1999,Tegelen,78.0
2000,Tegelen,78.0
2001,Tegelen,
2002,Tegelen,
2003,Tegelen,
2004,Tegelen,
2005,Tegelen,
2006,Tegelen,
2007,Tegelen,
2008,Tegelen,
2009,Tegelen,
2010,Tegelen,
2011,Tegelen,
2012,Tegelen,
2013,Tegelen,
2014,Tegelen,
2015,Tegelen,
2016,Tegelen,
2017,Tegelen,
2018**,Tegelen,
2019*,Tegelen,
2020*,Tegelen,
1997,Terneuzen,56.0
1998,Terneuzen,56.0
1999,Terneuzen,58.0
2000,Terneuzen,58.0
2001,Terneuzen,80.0
2002,Terneuzen,81.0
2003,Terneuzen,83.0
2004,Terneuzen,84.0
2005,Terneuzen,131.0
2006,Terneuzen,132.0
2007,Terneuzen,146.0
2008,Terneuzen,154.0
2009,Terneuzen,160.0
2010,Terneuzen,163.0
2011,Terneuzen,162.0
2012,Terneuzen,161.0
2013,Terneuzen,158.0
2014,Terneuzen,157.0
2015,Terneuzen,157.0
2016,Terneuzen,159.0
2017,Terneuzen,162.0
2018**,Terneuzen,165.0
2019*,Terneuzen,171.0
2020*,Terneuzen,182.0
1997,Terschelling,76.0
1998,Terschelling,77.0
1999,Terschelling,77.0
2000,Terschelling,77.0
2001,Terschelling,190.0
2002,Terschelling,190.0
2003,Terschelling,191.0
2004,Terschelling,191.0
2005,Terschelling,269.0
2006,Terschelling,271.0
2007,Terschelling,294.0
2008,Terschelling,305.0
2009,Terschelling,314.0
2010,Terschelling,322.0
2011,Terschelling,321.0
2012,Terschelling,318.0
2013,Terschelling,312.0
2014,Terschelling,297.0
2015,Terschelling,289.0
2016,Terschelling,290.0
2017,Terschelling,301.0
2018**,Terschelling,309.0
2019*,Terschelling,321.0
2020*,Terschelling,332.0
1997,Texel,96.0
1998,Texel,96.0
1999,Texel,96.0
2000,Texel,97.0
2001,Texel,137.0
2002,Texel,138.0
2003,Texel,139.0
2004,Texel,140.0
2005,Texel,224.0
2006,Texel,225.0
2007,Texel,250.0
2008,Texel,262.0
2009,Texel,276.0
2010,Texel,278.0
2011,Texel,269.0
2012,Texel,269.0
2013,Texel,264.0
2014,Texel,258.0
2015,Texel,258.0
2016,Texel,263.0
2017,Texel,286.0
2018**,Texel,279.0
2019*,Texel,291.0
2020*,Texel,310.0
1997,Teylingen,
1998,Teylingen,
1999,Teylingen,
2000,Teylingen,
2001,Teylingen,
2002,Teylingen,
2003,Teylingen,
2004,Teylingen,
2005,Teylingen,
2006,Teylingen,277.0
2007,Teylingen,298.0
2008,Teylingen,311.0
2009,Teylingen,321.0
2010,Teylingen,321.0
2011,Teylingen,316.0
2012,Teylingen,304.0
2013,Teylingen,294.0
2014,Teylingen,285.0
2015,Teylingen,280.0
2016,Teylingen,277.0
2017,Teylingen,286.0
2018**,Teylingen,297.0
2019*,Teylingen,320.0
2020*,Teylingen,346.0
1997,Tholen,68.0
1998,Tholen,69.0
1999,Tholen,69.0
2000,Tholen,70.0
2001,Tholen,99.0
2002,Tholen,100.0
2003,Tholen,100.0
2004,Tholen,103.0
2005,Tholen,162.0
2006,Tholen,164.0
2007,Tholen,183.0
2008,Tholen,198.0
2009,Tholen,203.0
2010,Tholen,202.0
2011,Tholen,199.0
2012,Tholen,195.0
2013,Tholen,191.0
2014,Tholen,185.0
2015,Tholen,183.0
2016,Tholen,182.0
2017,Tholen,186.0
2018**,Tholen,188.0
2019*,Tholen,194.0
2020*,Tholen,201.0
1997,Thorn,78.0
1998,Thorn,79.0
1999,Thorn,79.0
2000,Thorn,80.0
2001,Thorn,157.0
2002,Thorn,158.0
2003,Thorn,158.0
2004,Thorn,159.0
2005,Thorn,220.0
2006,Thorn,220.0
2007,Thorn,
2008,Thorn,
2009,Thorn,
2010,Thorn,
2011,Thorn,
2012,Thorn,
2013,Thorn,
2014,Thorn,
2015,Thorn,
2016,Thorn,
2017,Thorn,
2018**,Thorn,
2019*,Thorn,
2020*,Thorn,
1997,Tiel,86.0
1998,Tiel,87.0
1999,Tiel,83.0
2000,Tiel,84.0
2001,Tiel,121.0
2002,Tiel,122.0
2003,Tiel,122.0
2004,Tiel,129.0
2005,Tiel,180.0
2006,Tiel,184.0
2007,Tiel,197.0
2008,Tiel,217.0
2009,Tiel,224.0
2010,Tiel,230.0
2011,Tiel,224.0
2012,Tiel,217.0
2013,Tiel,207.0
2014,Tiel,194.0
2015,Tiel,188.0
2016,Tiel,189.0
2017,Tiel,192.0
2018**,Tiel,198.0
2019*,Tiel,206.0
2020*,Tiel,
1997,Tilburg,64.0
1998,Tilburg,65.0
1999,Tilburg,66.0
2000,Tilburg,61.0
2001,Tilburg,107.0
2002,Tilburg,118.0
2003,Tilburg,118.0
2004,Tilburg,119.0
2005,Tilburg,193.0
2006,Tilburg,191.0
2007,Tilburg,206.0
2008,Tilburg,215.0
2009,Tilburg,217.0
2010,Tilburg,218.0
2011,Tilburg,212.0
2012,Tilburg,207.0
2013,Tilburg,199.0
2014,Tilburg,187.0
2015,Tilburg,180.0
2016,Tilburg,181.0
2017,Tilburg,184.0
2018**,Tilburg,193.0
2019*,Tilburg,208.0
2020*,Tilburg,226.0
1997,Tubbergen,82.0
1998,Tubbergen,83.0
1999,Tubbergen,84.0
2000,Tubbergen,84.0
2001,Tubbergen,154.0
2002,Tubbergen,156.0
2003,Tubbergen,156.0
2004,Tubbergen,158.0
2005,Tubbergen,240.0
2006,Tubbergen,241.0
2007,Tubbergen,253.0
2008,Tubbergen,269.0
2009,Tubbergen,276.0
2010,Tubbergen,282.0
2011,Tubbergen,274.0
2012,Tubbergen,260.0
2013,Tubbergen,253.0
2014,Tubbergen,240.0
2015,Tubbergen,237.0
2016,Tubbergen,238.0
2017,Tubbergen,245.0
2018**,Tubbergen,257.0
2019*,Tubbergen,269.0
2020*,Tubbergen,285.0
1997,Twenterand,
1998,Twenterand,
1999,Twenterand,
2000,Twenterand,
2001,Twenterand,
2002,Twenterand,
2003,Twenterand,124.0
2004,Twenterand,125.0
2005,Twenterand,192.0
2006,Twenterand,193.0
2007,Twenterand,208.0
2008,Twenterand,222.0
2009,Twenterand,228.0
2010,Twenterand,232.0
2011,Twenterand,227.0
2012,Twenterand,217.0
2013,Twenterand,212.0
2014,Twenterand,202.0
2015,Twenterand,197.0
2016,Twenterand,195.0
2017,Twenterand,198.0
2018**,Twenterand,206.0
2019*,Twenterand,219.0
2020*,Twenterand,232.0
1997,Tynaarlo,
1998,Tynaarlo,
1999,Tynaarlo,
2000,Tynaarlo,99.0
2001,Tynaarlo,140.0
2002,Tynaarlo,141.0
2003,Tynaarlo,141.0
2004,Tynaarlo,142.0
2005,Tynaarlo,212.0
2006,Tynaarlo,213.0
2007,Tynaarlo,231.0
2008,Tynaarlo,253.0
2009,Tynaarlo,262.0
2010,Tynaarlo,263.0
2011,Tynaarlo,259.0
2012,Tynaarlo,256.0
2013,Tynaarlo,247.0
2014,Tynaarlo,236.0
2015,Tynaarlo,233.0
2016,Tynaarlo,234.0
2017,Tynaarlo,243.0
2018**,Tynaarlo,256.0
2019*,Tynaarlo,269.0
2020*,Tynaarlo,288.0
1997,Tytsjerksteradiel,75.0
1998,Tytsjerksteradiel,75.0
1999,Tytsjerksteradiel,76.0
2000,Tytsjerksteradiel,76.0
2001,Tytsjerksteradiel,113.0
2002,Tytsjerksteradiel,113.0
2003,Tytsjerksteradiel,113.0
2004,Tytsjerksteradiel,114.0
2005,Tytsjerksteradiel,174.0
2006,Tytsjerksteradiel,174.0
2007,Tytsjerksteradiel,194.0
2008,Tytsjerksteradiel,211.0
2009,Tytsjerksteradiel,221.0
2010,Tytsjerksteradiel,222.0
2011,Tytsjerksteradiel,218.0
2012,Tytsjerksteradiel,214.0
2013,Tytsjerksteradiel,206.0
2014,Tytsjerksteradiel,192.0
2015,Tytsjerksteradiel,184.0
2016,Tytsjerksteradiel,183.0
2017,Tytsjerksteradiel,183.0
2018**,Tytsjerksteradiel,192.0
2019*,Tytsjerksteradiel,201.0
2020*,Tytsjerksteradiel,213.0
1997,Ubbergen,73.0
1998,Ubbergen,74.0
1999,Ubbergen,73.0
2000,Ubbergen,75.0
2001,Ubbergen,157.0
2002,Ubbergen,155.0
2003,Ubbergen,157.0
2004,Ubbergen,157.0
2005,Ubbergen,245.0
2006,Ubbergen,245.0
2007,Ubbergen,254.0
2008,Ubbergen,269.0
2009,Ubbergen,280.0
2010,Ubbergen,280.0
2011,Ubbergen,273.0
2012,Ubbergen,264.0
2013,Ubbergen,257.0
2014,Ubbergen,242.0
2015,Ubbergen,
2016,Ubbergen,
2017,Ubbergen,
2018**,Ubbergen,
2019*,Ubbergen,
2020*,Ubbergen,
1997,Uden,96.0
1998,Uden,96.0
1999,Uden,97.0
2000,Uden,98.0
2001,Uden,153.0
2002,Uden,153.0
2003,Uden,154.0
2004,Uden,154.0
2005,Uden,238.0
2006,Uden,238.0
2007,Uden,251.0
2008,Uden,269.0
2009,Uden,281.0
2010,Uden,282.0
2011,Uden,273.0
2012,Uden,261.0
2013,Uden,247.0
2014,Uden,231.0
2015,Uden,221.0
2016,Uden,224.0
2017,Uden,229.0
2018**,Uden,237.0
2019*,Uden,258.0
2020*,Uden,284.0
1997,Uitgeest,101.0
1998,Uitgeest,101.0
1999,Uitgeest,102.0
2000,Uitgeest,101.0
2001,Uitgeest,153.0
2002,Uitgeest,153.0
2003,Uitgeest,153.0
2004,Uitgeest,154.0
2005,Uitgeest,229.0
2006,Uitgeest,230.0
2007,Uitgeest,249.0
2008,Uitgeest,262.0
2009,Uitgeest,267.0
2010,Uitgeest,268.0
2011,Uitgeest,265.0
2012,Uitgeest,262.0
2013,Uitgeest,253.0
2014,Uitgeest,242.0
2015,Uitgeest,237.0
2016,Uitgeest,239.0
2017,Uitgeest,247.0
2018**,Uitgeest,260.0
2019*,Uitgeest,291.0
2020*,Uitgeest,313.0
1997,Uithoorn,104.0
1998,Uithoorn,104.0
1999,Uithoorn,105.0
2000,Uithoorn,104.0
2001,Uithoorn,161.0
2002,Uithoorn,163.0
2003,Uithoorn,164.0
2004,Uithoorn,165.0
2005,Uithoorn,239.0
2006,Uithoorn,237.0
2007,Uithoorn,241.0
2008,Uithoorn,253.0
2009,Uithoorn,258.0
2010,Uithoorn,257.0
2011,Uithoorn,255.0
2012,Uithoorn,249.0
2013,Uithoorn,238.0
2014,Uithoorn,224.0
2015,Uithoorn,221.0
2016,Uithoorn,228.0
2017,Uithoorn,239.0
2018**,Uithoorn,258.0
2019*,Uithoorn,282.0
2020*,Uithoorn,311.0
1997,Urk,82.0
1998,Urk,82.0
1999,Urk,82.0
2000,Urk,82.0
2001,Urk,108.0
2002,Urk,107.0
2003,Urk,107.0
2004,Urk,109.0
2005,Urk,173.0
2006,Urk,173.0
2007,Urk,202.0
2008,Urk,213.0
2009,Urk,212.0
2010,Urk,212.0
2011,Urk,209.0
2012,Urk,206.0
2013,Urk,200.0
2014,Urk,194.0
2015,Urk,191.0
2016,Urk,188.0
2017,Urk,197.0
2018**,Urk,210.0
2019*,Urk,223.0
2020*,Urk,240.0
1997,Utrecht (gemeente),79.0
1998,Utrecht (gemeente),80.0
1999,Utrecht (gemeente),80.0
2000,Utrecht (gemeente),80.0
2001,Utrecht (gemeente),131.0
2002,Utrecht (gemeente),132.0
2003,Utrecht (gemeente),133.0
2004,Utrecht (gemeente),133.0
2005,Utrecht (gemeente),183.0
2006,Utrecht (gemeente),184.0
2007,Utrecht (gemeente),204.0
2008,Utrecht (gemeente),223.0
2009,Utrecht (gemeente),243.0
2010,Utrecht (gemeente),248.0
2011,Utrecht (gemeente),241.0
2012,Utrecht (gemeente),240.0
2013,Utrecht (gemeente),235.0
2014,Utrecht (gemeente),221.0
2015,Utrecht (gemeente),211.0
2016,Utrecht (gemeente),210.0
2017,Utrecht (gemeente),236.0
2018**,Utrecht (gemeente),262.0
2019*,Utrecht (gemeente),294.0
2020*,Utrecht (gemeente),327.0
1997,Utrechtse Heuvelrug,
1998,Utrechtse Heuvelrug,
1999,Utrechtse Heuvelrug,
2000,Utrechtse Heuvelrug,
2001,Utrechtse Heuvelrug,
2002,Utrechtse Heuvelrug,
2003,Utrechtse Heuvelrug,
2004,Utrechtse Heuvelrug,
2005,Utrechtse Heuvelrug,
2006,Utrechtse Heuvelrug,292.0
2007,Utrechtse Heuvelrug,308.0
2008,Utrechtse Heuvelrug,346.0
2009,Utrechtse Heuvelrug,358.0
2010,Utrechtse Heuvelrug,361.0
2011,Utrechtse Heuvelrug,349.0
2012,Utrechtse Heuvelrug,336.0
2013,Utrechtse Heuvelrug,321.0
2014,Utrechtse Heuvelrug,304.0
2015,Utrechtse Heuvelrug,295.0
2016,Utrechtse Heuvelrug,303.0
2017,Utrechtse Heuvelrug,313.0
2018**,Utrechtse Heuvelrug,331.0
2019*,Utrechtse Heuvelrug,349.0
2020*,Utrechtse Heuvelrug,370.0
1997,Vaals,85.0
